partida_id,rodada,data,hora,mandante,visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_placar,visitante_placar,mandante_estado,visitante_estado
7360,10,2021-07-07,18:59:00,Palmeiras,Gremio,A. Moreira Ferreira,T. Gomes Pacheco,Palmeiras,Allianz Parque,2,0,SP,RS
7361,10,2021-07-07,19:00:00,Atletico-MG,Flamengo,A. Stival,R. Ceni,Atletico-MG, Mineirão,2,1,MG,RJ
7362,10,2021-07-07,19:15:00,Atletico-GO,Sport,E. de Souza Barroca,U. Louzer Filho,-,Estádio Antônio Accioly,1,1,GO,PE
7363,10,2021-07-07,21:30:00,Internacional,Sao Paulo,D. Aguirre Camblor,H. Crespo,Sao Paulo,Estádio José Pinheiro Borda,0,2,RS,SP
7364,10,2021-07-07,21:30:00,Fluminense,Ceara,R. Machado Marques,A. Ferreira,-,Estádio Vasco da Gama,0,0,RJ,CE
7365,10,2021-07-08,21:00:00,Chapecoense,Corinthians,J. Ribeiro Ventura,S. Campos Junior,Corinthians,Arena Condá,0,1,SC,SP
7366,11,2021-07-10,16:30:00,Palmeiras,Santos,J. M. Barreto Martins,F. Diniz Silva,Palmeiras,Allianz Parque,3,2,SP,SP
7367,11,2021-07-10,16:30:00,Gremio,Internacional,L. Scolari,D. Aguirre Camblor,-,Arena do Grêmio,0,0,RS,RS
7368,11,2021-07-10,17:29:00,Athletico-PR,Bragantino,A. Cardoso de Oliveira,M. Nogueira Barbieri,-,Estádio Joaquim Américo Guimarães,2,2,PR,SP
7369,11,2021-07-10,19:01:00,Sport,Fluminense,U. Louzer Filho,R. Machado Marques,Fluminense,Adelmar da Costa Carvalho,1,2,PE,RJ
7370,11,2021-07-10,19:00:00,Sao Paulo,Bahia,H. Crespo,L. Cavalcanti,Sao Paulo, Morumbi,1,0,SP,BA
7371,11,2021-07-10,19:01:00,America-MG,Atletico-MG,V. Carmo Mancini,A. Stival,Atletico-MG,Estádio Raimundo Sampaio,0,1,MG,MG
7372,11,2021-07-11,11:01:00,Juventude,Atletico-GO,M. dos Santos Gonçalves,E. de Souza Barroca,-, Alfredo Jaconi,1,1,RS,GO
7373,11,2021-07-11,18:15:00,Cuiaba,Ceara,J. de Amorim Campos,A. Ferreira,-,Arena Pantanal,2,2,MT,CE
7374,11,2021-07-11,18:15:00,Flamengo,Chapecoense,M. Souza,J. Ribeiro Ventura,Flamengo, Maracanã,2,1,RJ,SC
7375,11,2021-07-11,20:30:00,Fortaleza,Corinthians,J. Vojvoda,S. Campos Junior,Fortaleza,Arena Castelão,1,0,CE,SP
7376,12,2021-07-17,17:00:00,Ceara,Athletico-PR,A. Ferreira,A. Cardoso de Oliveira,Ceara,Arena Castelão,1,0,CE,PR
7377,12,2021-07-17,17:00:00,Sao Paulo,Fortaleza,H. Crespo,J. Vojvoda,Fortaleza, Morumbi,0,1,SP,CE
7378,12,2021-07-17,19:00:00,Corinthians,Atletico-MG,S. Campos Junior,A. Stival,Atletico-MG,Neo Química Arena,1,2,SP,MG
7379,12,2021-07-17,21:00:00,Fluminense,Gremio,R. Machado Marques,L. Scolari,Gremio, Maracanã,0,1,RJ,RS
7380,12,2021-07-18,11:03:00,Chapecoense,Cuiaba,J. Ribeiro Ventura,J. de Amorim Campos,Cuiaba,Arena Condá,2,3,SC,MT
7381,12,2021-07-18,16:00:00,Atletico-GO,Palmeiras,E. de Souza Barroca,A. Moreira Ferreira,Palmeiras,Estádio do Governo do Estado de Goiás (Serra Dourada),0,3,GO,SP
7382,12,2021-07-18,18:13:00,Bahia,Flamengo,L. Cavalcanti,Renato Gaúcho,Flamengo,Itaipava Arena Fonte Nova,0,5,BA,RJ
7383,12,2021-07-18,20:31:00,Internacional,Juventude,D. Aguirre Camblor,M. dos Santos Gonçalves,Internacional,Estádio José Pinheiro Borda,1,0,RS,RS
7384,12,2021-07-18,20:29:00,Bragantino,Santos,M. Nogueira Barbieri,F. Diniz Silva,-,Nabizão,2,2,SP,SP
7385,12,2021-07-19,20:00:00,America-MG,Sport,V. Carmo Mancini,U. Louzer Filho,Sport,Estádio Raimundo Sampaio,0,1,MG,PE
7295,3,2021-07-21,19:00:00,Cuiaba,Atletico-GO,J. de Amorim Campos,E. de Souza Barroca,Cuiaba,Arena Pantanal,2,1,MT,GO
7386,13,2021-07-24,17:00:00,Gremio,America-MG,L. Scolari,V. Carmo Mancini,-,Arena do Grêmio,1,1,RS,MG
7387,13,2021-07-24,19:00:00,Palmeiras,Fluminense,J. M. Barreto Martins,R. Machado Marques,Palmeiras,Allianz Parque,1,0,SP,RJ
7388,13,2021-07-25,11:00:00,Atletico-MG,Bahia,A. Stival,L. Cavalcanti,Atletico-MG, Mineirão,3,0,MG,BA
7389,13,2021-07-25,16:01:00,Fortaleza,Bragantino,J. Vojvoda,M. Nogueira Barbieri,Fortaleza,Arena Castelão,1,0,CE,SP
7390,13,2021-07-25,16:00:00,Flamengo,Sao Paulo,Renato Gaúcho,H. Crespo,Flamengo, Maracanã,5,1,RJ,SP
7391,13,2021-07-25,18:15:00,Santos,Atletico-GO,F. Diniz Silva,E. de Souza Barroca,Atletico-GO,Estádio Urbano Caldeira,0,1,SP,GO
7392,13,2021-07-25,18:15:00,Athletico-PR,Internacional,A. Cardoso de Oliveira,D. Aguirre Camblor,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,RS
7393,13,2021-07-25,20:30:00,Sport,Ceara,U. Louzer Filho,A. Ferreira,-,Adelmar da Costa Carvalho,0,0,PE,CE
7394,13,2021-07-26,18:00:00,Juventude,Chapecoense,M. dos Santos Gonçalves,J. Ribeiro Ventura,Juventude, Alfredo Jaconi,1,0,RS,SC
7395,13,2021-07-26,19:59:00,Cuiaba,Corinthians,J. de Amorim Campos,S. Campos Junior,Corinthians,Arena Pantanal,1,2,MT,SP
7396,14,2021-07-31,19:00:00,Sao Paulo,Palmeiras,H. Crespo,A. Moreira Ferreira,-, Morumbi,0,0,SP,SP
7397,14,2021-07-31,20:00:00,Internacional,Cuiaba,D. Aguirre Camblor,J. de Amorim Campos,-,Estádio José Pinheiro Borda,0,0,RS,MT
7398,14,2021-07-31,21:00:00,Bragantino,Gremio,C. Maldonado,L. Scolari,Bragantino,Nabizão,1,0,SP,RS
7399,14,2021-08-01,16:00:00,Corinthians,Flamengo,S. Campos Junior,Renato Gaúcho,Flamengo,Neo Química Arena,1,3,SP,RJ
7400,14,2021-08-01,16:00:00,Atletico-MG,Athletico-PR,A. Stival,A. Cardoso de Oliveira,Atletico-MG, Mineirão,2,0,MG,PR
7401,14,2021-08-01,18:15:00,Chapecoense,Santos,J. Ribeiro Ventura,F. Diniz Silva,Santos,Arena Condá,0,1,SC,SP
7402,14,2021-08-01,18:15:00,Bahia,Sport,L. Cavalcanti,U. Louzer Filho,Sport,Estádio de Pituaçu,0,1,BA,PE
7403,14,2021-08-01,20:28:00,Atletico-GO,America-MG,E. de Souza Barroca,V. Carmo Mancini,-,Estádio Antônio Accioly,1,1,GO,MG
7404,14,2021-08-01,20:30:00,Ceara,Fortaleza,A. Ferreira,J. Vojvoda,Ceara,Arena Castelão,3,1,CE,CE
7406,15,2021-08-06,18:59:00,Sport,Bragantino,U. Louzer Filho,C. Maldonado,-,Adelmar da Costa Carvalho,0,0,PE,SP
7407,15,2021-08-07,17:59:00,Athletico-PR,Sao Paulo,A. Cardoso de Oliveira,H. Crespo,Sao Paulo,Estádio Joaquim Américo Guimarães,1,2,PR,SP
7408,15,2021-08-07,21:00:00,Palmeiras,Fortaleza,A. Moreira Ferreira,J. Vojvoda,Fortaleza,Allianz Parque,2,3,SP,CE
7409,15,2021-08-07,21:00:00,Cuiaba,Bahia,J. de Amorim Campos,L. Cavalcanti,-,Arena Pantanal,1,1,MT,BA
7410,15,2021-08-08,16:00:00,Juventude,Atletico-MG,M. dos Santos Gonçalves,A. Stival,Atletico-MG, Alfredo Jaconi,1,2,RS,MG
7411,15,2021-08-08,16:00:00,America-MG,Fluminense,V. Carmo Mancini,R. Machado Marques,America-MG,Estádio Raimundo Sampaio,1,0,MG,RJ
7412,15,2021-08-08,15:59:00,Santos,Corinthians,F. Diniz Silva,S. Campos Junior,-,Estádio Urbano Caldeira,0,0,SP,SP
7413,15,2021-08-08,18:15:00,Ceara,Atletico-GO,A. Ferreira,E. de Souza Barroca,-,Arena Castelão,0,0,CE,GO
7414,15,2021-08-08,18:15:00,Flamengo,Internacional,Renato Gaúcho,D. Aguirre Camblor,Internacional, Maracanã,0,4,RJ,RS
7415,15,2021-08-09,19:59:00,Gremio,Chapecoense,L. Scolari,L. de Oliveira Preto,Gremio,Arena do Grêmio,2,1,RS,SC
7416,16,2021-08-14,17:02:00,Bragantino,Juventude,M. Nogueira Barbieri,M. dos Santos Gonçalves,Juventude,Nabizão,1,2,SP,RS
7417,16,2021-08-14,19:00:00,Atletico-MG,Palmeiras,A. Stival,A. Moreira Ferreira,Atletico-MG, Mineirão,2,0,MG,SP
7418,16,2021-08-14,21:01:00,Sao Paulo,Gremio,H. Crespo,L. Scolari,Sao Paulo, Morumbi,2,1,SP,RS
7419,16,2021-08-15,16:00:00,Flamengo,Sport,Renato Gaúcho,U. Louzer Filho,Flamengo,Estádio Municipal General Raulino de Oliveira,2,0,RJ,PE
7420,16,2021-08-15,16:00:00,Corinthians,Ceara,S. Campos Junior,A. Ferreira,Corinthians,Neo Química Arena,3,1,SP,CE
7421,16,2021-08-15,18:15:00,Bahia,Atletico-GO,L. Cavalcanti,E. de Souza Barroca,Atletico-GO,Estádio de Pituaçu,1,2,BA,GO
7422,16,2021-08-15,18:14:00,Cuiaba,Athletico-PR,J. de Amorim Campos,A. Cardoso de Oliveira,Cuiaba,Arena Pantanal,1,0,MT,PR
7423,16,2021-08-15,18:15:00,Fortaleza,Santos,J. Vojvoda,E. Zuma,-,Arena Castelão,1,1,CE,SP
7424,16,2021-08-15,20:30:00,Internacional,Fluminense,D. Aguirre Camblor,R. Machado Marques,Internacional,Estádio José Pinheiro Borda,4,2,RS,RJ
7425,16,2021-08-16,20:01:00,Chapecoense,America-MG,L. de Oliveira Preto,V. Carmo Mancini,-,Arena Condá,1,1,SC,MG
7315,5,2021-08-18,18:59:00,Cuiaba,Gremio,J. de Amorim Campos,L. Scolari,Gremio,Arena Pantanal,0,1,MT,RS
7426,17,2021-08-21,17:00:00,Atletico-GO,Chapecoense,E. de Souza Barroca,L. de Oliveira Preto,-,Estádio Antônio Accioly,1,1,GO,SC
7427,17,2021-08-21,19:00:00,Gremio,Bahia,L. Scolari,B. Lopes,Gremio,Arena do Grêmio,2,0,RS,BA
7428,17,2021-08-21,21:00:00,Juventude,Fortaleza,M. dos Santos Gonçalves,J. Vojvoda,-, Alfredo Jaconi,1,1,RS,CE
7429,17,2021-08-22,11:00:00,Palmeiras,Cuiaba,V. Castanheira Penas,J. de Amorim Campos,Cuiaba,Allianz Parque,0,2,SP,MT
7430,17,2021-08-22,16:00:00,Ceara,Flamengo,A. Ferreira,Renato Gaúcho,-,Arena Castelão,1,1,CE,RJ
7431,17,2021-08-22,15:59:00,Athletico-PR,Corinthians,A. Cardoso de Oliveira,S. Campos Junior,Corinthians,Estádio Joaquim Américo Guimarães,0,1,PR,SP
7432,17,2021-08-22,18:14:00,Santos,Internacional,F. Diniz Silva,D. Aguirre Camblor,-,Estádio Urbano Caldeira,2,2,SP,RS
7433,17,2021-08-22,20:30:00,Sport,Sao Paulo,U. Louzer Filho,H. Crespo,Sao Paulo,Adelmar da Costa Carvalho,0,1,PE,SP
7434,17,2021-08-23,20:00:00,America-MG,Bragantino,V. Carmo Mancini,M. Nogueira Barbieri,Bragantino,Estádio Raimundo Sampaio,0,2,MG,SP
7435,17,2021-08-23,19:59:00,Fluminense,Atletico-MG,M. de Oliveira,A. Stival,-,Estádio Vasco da Gama,1,1,RJ,MG
7436,18,2021-08-28,17:00:00,Sport,Chapecoense,R. Severo,D. Camargo,-,Adelmar da Costa Carvalho,0,0,PE,SC
7437,18,2021-08-28,19:00:00,Santos,Flamengo,F. Diniz Silva,Renato Gaúcho,Flamengo,Estádio Urbano Caldeira,0,4,SP,RJ
7438,18,2021-08-28,21:00:00,Gremio,Corinthians,L. Scolari,S. Campos Junior,Corinthians,Arena do Grêmio,0,1,RS,SP
7439,18,2021-08-28,21:00:00,Palmeiras,Athletico-PR,A. Moreira Ferreira,A. Cardoso de Oliveira,Palmeiras,Allianz Parque,2,1,SP,PR
7440,18,2021-08-29,11:01:00,America-MG,Ceara,V. Carmo Mancini,A. Ferreira,America-MG,Estádio Raimundo Sampaio,2,0,MG,CE
7441,18,2021-08-29,16:00:00,Juventude,Sao Paulo,M. dos Santos Gonçalves,H. Crespo,-, Alfredo Jaconi,1,1,RS,SP
7442,18,2021-08-29,18:14:00,Atletico-GO,Internacional,E. de Souza Barroca,D. Aguirre Camblor,-,Estádio Antônio Accioly,0,0,GO,RS
7443,18,2021-08-29,20:31:00,Bragantino,Atletico-MG,M. Nogueira Barbieri,A. Stival,-,Nabizão,1,1,SP,MG
7444,18,2021-08-30,19:00:00,Fluminense,Bahia,M. de Oliveira,D. Dabove,Fluminense, Maracanã,2,0,RJ,BA
7445,18,2021-08-30,21:30:00,Fortaleza,Cuiaba,J. Vojvoda,J. de Amorim Campos,-,Arena Castelão,0,0,CE,MT
7405,14,2021-09-02,19:00:00,Fluminense,Juventude,M. de Oliveira,M. dos Santos Gonçalves,-, Maracanã,1,1,RJ,RS
7446,19,2021-09-04,20:59:00,Bahia,Fortaleza,D. Dabove,J. Vojvoda,Bahia,Estádio de Pituaçu,4,2,BA,CE
7447,19,2021-09-04,21:00:00,Cuiaba,Santos,J. de Amorim Campos,F. Diniz Silva,Cuiaba,Arena Pantanal,2,1,MT,SP
7448,19,2021-09-05,18:15:00,Athletico-PR,Sport,A. Cardoso de Oliveira,G. Florentín,-,Estádio Joaquim Américo Guimarães,0,0,PR,PE
7449,19,2021-09-07,21:30:00,Corinthians,Juventude,S. Campos Junior,M. dos Santos Gonçalves,-,Neo Química Arena,1,1,SP,RS
7450,19,2021-09-07,21:30:00,Chapecoense,Fluminense,L. de Oliveira Preto,M. de Oliveira,Fluminense,Arena Condá,1,2,SC,RJ
7456,20,2021-09-11,16:00:00,America-MG,Athletico-PR,V. Carmo Mancini,P. Autuori de Mello,America-MG,Estádio Raimundo Sampaio,2,0,MG,PR
7457,20,2021-09-11,17:00:00,Juventude,Cuiaba,M. dos Santos Gonçalves,J. de Amorim Campos,Cuiaba, Alfredo Jaconi,1,2,RS,MT
7458,20,2021-09-11,18:59:00,Bragantino,Chapecoense,M. Nogueira Barbieri,L. de Oliveira Preto,Chapecoense,Nabizão,1,2,SP,SC
7459,20,2021-09-11,21:00:00,Santos,Bahia,F. Carille,D. Dabove,-,Estádio Urbano Caldeira,0,0,SP,BA
7460,20,2021-09-12,11:00:00,Gremio,Ceara,L. Scolari,T. Retzalff Nunes,Gremio,Arena do Grêmio,2,0,RS,CE
7461,20,2021-09-12,16:00:00,Fortaleza,Atletico-MG,J. Vojvoda,A. Stival,Atletico-MG,Arena Castelão,0,2,CE,MG
7462,20,2021-09-12,15:59:00,Palmeiras,Flamengo,A. Moreira Ferreira,Renato Gaúcho,Flamengo,Allianz Parque,1,3,SP,RJ
7463,20,2021-09-12,18:15:00,Atletico-GO,Corinthians,E. de Souza Barroca,S. Campos Junior,-,Estádio Antônio Accioly,1,1,GO,SP
7464,20,2021-09-12,20:30:00,Fluminense,Sao Paulo,M. de Oliveira,H. Crespo,Fluminense, Maracanã,2,1,RJ,SP
7465,20,2021-09-13,20:00:00,Sport,Internacional,G. Florentín,D. Aguirre Camblor,Internacional,Adelmar da Costa Carvalho,0,1,PE,RS
7466,21,2021-09-18,17:00:00,Chapecoense,Palmeiras,L. de Oliveira Preto,A. Moreira Ferreira,Palmeiras,Arena Condá,0,2,SC,SP
7467,21,2021-09-18,18:45:00,Athletico-PR,Juventude,P. Autuori de Mello,M. dos Santos Gonçalves,Athletico-PR,Estádio Joaquim Américo Guimarães,2,1,PR,RS
7468,21,2021-09-18,19:01:00,Atletico-MG,Sport,A. Stival,G. Florentín,Atletico-MG, Mineirão,3,0,MG,PE
7469,21,2021-09-18,21:00:00,Bahia,Bragantino,D. Dabove,M. Nogueira Barbieri,-,Itaipava Arena Fonte Nova,1,1,BA,SP
7470,21,2021-09-18,20:59:00,Ceara,Santos,T. Retzalff Nunes,F. Carille,-,Arena Castelão,0,0,CE,SP
7471,21,2021-09-19,11:01:00,Internacional,Fortaleza,D. Aguirre Camblor,J. Vojvoda,Internacional,Estádio José Pinheiro Borda,1,0,RS,CE
7472,21,2021-09-19,16:01:00,Sao Paulo,Atletico-GO,H. Crespo,E. de Souza Barroca,Sao Paulo, Morumbi,2,1,SP,GO
7473,21,2021-09-19,18:15:00,Corinthians,America-MG,S. Campos Junior,V. Carmo Mancini,-,Neo Química Arena,1,1,SP,MG
7474,21,2021-09-19,20:30:00,Flamengo,Gremio,Renato Gaúcho,L. Scolari,Gremio, Maracanã,0,1,RJ,RS
7475,21,2021-09-20,20:00:00,Cuiaba,Fluminense,J. de Amorim Campos,M. de Oliveira,-,Arena Pantanal,2,2,MT,RJ
7451,19,2021-09-22,20:31:00,Sao Paulo,America-MG,H. Crespo,V. Carmo Mancini,-, Morumbi,0,0,SP,MG
7476,22,2021-09-25,17:00:00,Ceara,Chapecoense,T. Retzalff Nunes,L. de Oliveira Preto,Ceara,Arena Castelão,1,0,CE,SC
7477,22,2021-09-25,19:00:00,Corinthians,Palmeiras,S. Campos Junior,A. Moreira Ferreira,Corinthians,Neo Química Arena,2,1,SP,SP
7478,22,2021-09-25,21:00:00,Sao Paulo,Atletico-MG,H. Crespo,A. Stival,-, Morumbi,0,0,SP,MG
7479,22,2021-09-26,11:04:00,America-MG,Flamengo,V. Carmo Mancini,Renato Gaúcho,-,Estádio Raimundo Sampaio,1,1,MG,RJ
7480,22,2021-09-26,16:00:00,Internacional,Bahia,D. Aguirre Camblor,D. Dabove,Internacional,Estádio José Pinheiro Borda,2,0,RS,BA
7481,22,2021-09-26,16:00:00,Fluminense,Bragantino,M. de Oliveira,M. Nogueira Barbieri,Fluminense, Maracanã,2,1,RJ,SP
7482,22,2021-09-26,16:00:00,Juventude,Santos,M. dos Santos Gonçalves,F. Carille,Juventude, Alfredo Jaconi,3,0,RS,SP
7483,22,2021-09-26,18:16:00,Sport,Fortaleza,G. Florentín,J. Vojvoda,Fortaleza,Arena de Pernambuco,0,1,PE,CE
7484,22,2021-09-26,18:15:00,Athletico-PR,Gremio,B. Lazaroni,L. Scolari,Athletico-PR,Estádio Joaquim Américo Guimarães,4,2,PR,RS
7485,22,2021-09-26,20:30:00,Atletico-GO,Cuiaba,E. de Souza Barroca,J. de Amorim Campos,-,Estádio Antônio Accioly,0,0,GO,MT
7486,23,2021-10-02,17:01:00,Cuiaba,America-MG,J. de Amorim Campos,V. Carmo Mancini,America-MG,Arena Pantanal,0,2,MT,MG
7487,23,2021-10-02,17:01:00,Fortaleza,Atletico-GO,J. Vojvoda,E. de Souza Barroca,Atletico-GO,Arena Castelão,0,3,CE,GO
7488,23,2021-10-02,19:00:00,Bragantino,Corinthians,M. Nogueira Barbieri,S. Campos Junior,-,Nabizão,2,2,SP,SP
7489,23,2021-10-02,21:00:00,Atletico-MG,Internacional,A. Stival,D. Aguirre Camblor,Atletico-MG, Mineirão,1,0,MG,RS
7490,23,2021-10-03,16:00:00,Flamengo,Athletico-PR,Renato Gaúcho,B. Lazaroni,Flamengo, Maracanã,3,0,RJ,PR
7491,23,2021-10-03,16:00:00,Chapecoense,Sao Paulo,D. Camargo,H. Crespo,-,Arena Condá,1,1,SC,SP
7492,23,2021-10-03,18:15:00,Palmeiras,Juventude,A. Moreira Ferreira,M. dos Santos Gonçalves,-,Allianz Parque,1,1,SP,RS
7493,23,2021-10-03,20:30:00,Gremio,Sport,L. Scolari,G. Florentín,Sport,Arena do Grêmio,1,2,RS,PE
7496,24,2021-10-05,21:30:00,Corinthians,Bahia,S. Campos Junior,D. Dabove,Corinthians,Neo Química Arena,3,1,SP,BA
7497,24,2021-10-06,18:59:00,Chapecoense,Atletico-MG,L. de Oliveira Preto,A. Stival,-,Arena Condá,2,2,SC,MG
7498,24,2021-10-06,19:00:00,Atletico-GO,Athletico-PR,E. do Nascimento Souza,A. Valentim do Carmo Neto,Athletico-PR,Estádio Antônio Accioly,0,2,GO,PR
7499,24,2021-10-06,19:00:00,Sport,Juventude,G. Florentín,M. dos Santos Gonçalves,Sport,Arena de Pernambuco,3,1,PE,RS
7500,24,2021-10-06,19:00:00,Ceara,Internacional,T. Retzalff Nunes,D. Aguirre Camblor,-,Arena Castelão,0,0,CE,RS
7501,24,2021-10-06,20:30:00,Bragantino,Flamengo,M. Nogueira Barbieri,Renato Gaúcho,-,Nabizão,1,1,SP,RJ
7502,24,2021-10-06,21:30:00,Fluminense,Fortaleza,M. de Oliveira,J. Vojvoda,Fortaleza, Maracanã,0,2,RJ,CE
7503,24,2021-10-06,21:30:00,America-MG,Palmeiras,V. Carmo Mancini,A. Moreira Ferreira,America-MG,Estádio Raimundo Sampaio,2,1,MG,SP
7504,24,2021-10-06,21:29:00,Gremio,Cuiaba,L. Scolari,J. de Amorim Campos,-,Arena do Grêmio,2,2,RS,MT
7505,24,2021-10-07,18:30:00,Sao Paulo,Santos,H. Crespo,F. Carille,-, Morumbi,1,1,SP,SP
7506,25,2021-10-09,16:30:00,Fluminense,Atletico-GO,M. de Oliveira,E. do Nascimento Souza,-, Maracanã,0,0,RJ,GO
7507,25,2021-10-09,16:30:00,Atletico-MG,Ceara,A. Stival,T. Retzalff Nunes,Atletico-MG, Mineirão,3,1,MG,CE
7508,25,2021-10-09,16:30:00,Sport,Corinthians,G. Florentín,S. Campos Junior,Sport,Arena de Pernambuco,1,0,PE,SP
7509,25,2021-10-09,19:00:00,Fortaleza,Flamengo,J. Vojvoda,Renato Gaúcho,Flamengo,Arena Castelão,0,3,CE,RJ
7510,25,2021-10-09,19:00:00,Athletico-PR,Bahia,A. Valentim do Carmo Neto,A. Ferreira,Bahia,Estádio Joaquim Américo Guimarães,0,2,PR,BA
7511,25,2021-10-09,20:59:00,Palmeiras,Bragantino,A. Moreira Ferreira,M. Nogueira Barbieri,Bragantino,Allianz Parque,2,4,SP,SP
7512,25,2021-10-09,21:00:00,Juventude,America-MG,M. dos Santos Gonçalves,V. Carmo Mancini,-, Alfredo Jaconi,1,1,RS,MG
7513,25,2021-10-10,10:59:00,Internacional,Chapecoense,D. Aguirre Camblor,L. de Oliveira Preto,Internacional,Estádio José Pinheiro Borda,5,2,RS,SC
7514,25,2021-10-10,16:00:00,Santos,Gremio,F. Carille,L. Scolari,Santos,Estádio Urbano Caldeira,1,0,SP,RS
7515,25,2021-10-11,20:00:00,Cuiaba,Sao Paulo,J. de Amorim Campos,H. Crespo,-,Arena Pantanal,0,0,MT,SP
7516,26,2021-10-12,19:00:00,Bragantino,Atletico-GO,M. Nogueira Barbieri,J. P. Sanches,Bragantino,Nabizão,1,0,SP,GO
7517,26,2021-10-12,21:30:00,Bahia,Palmeiras,A. Ferreira,A. Moreira Ferreira,-,Itaipava Arena Fonte Nova,0,0,BA,SP
7518,26,2021-10-13,18:59:00,Atletico-MG,Santos,A. Stival,F. Carille,Atletico-MG, Mineirão,3,1,MG,SP
7519,26,2021-10-13,18:59:00,Chapecoense,Athletico-PR,L. de Oliveira Preto,A. Valentim do Carmo Neto,-,Arena Condá,1,1,SC,PR
7520,26,2021-10-13,19:01:00,Flamengo,Juventude,Renato Gaúcho,M. dos Santos Gonçalves,Flamengo, Maracanã,3,1,RJ,RS
7521,26,2021-10-13,20:29:00,Fortaleza,Gremio,J. Vojvoda,T. Gomes Pacheco,Fortaleza,Arena Castelão,1,0,CE,RS
7522,26,2021-10-13,21:00:00,Corinthians,Fluminense,S. Campos Junior,M. de Oliveira,Corinthians,Neo Química Arena,1,0,SP,RJ
7523,26,2021-10-13,21:30:00,Internacional,America-MG,D. Aguirre Camblor,V. Carmo Mancini,Internacional,Estádio José Pinheiro Borda,3,1,RS,MG
7524,26,2021-10-14,19:01:00,Sao Paulo,Ceara,R. Ceni,E. L. Fornari,-, Morumbi,1,1,SP,CE
7525,26,2021-10-14,18:59:00,Cuiaba,Sport,J. de Amorim Campos,G. Florentín,Cuiaba,Arena Pantanal,1,0,MT,PE
7526,27,2021-10-16,18:59:00,Chapecoense,Fortaleza,L. de Oliveira Preto,J. Vojvoda,Fortaleza,Arena Condá,1,2,SC,CE
7527,27,2021-10-16,21:00:00,America-MG,Bahia,D. Giacomini,A. Ferreira,-,Estádio Raimundo Sampaio,0,0,MG,BA
7528,27,2021-10-17,16:00:00,Athletico-PR,Fluminense,A. Valentim do Carmo Neto,M. de Oliveira,Fluminense,Estádio Joaquim Américo Guimarães,0,1,PR,RJ
7529,27,2021-10-17,16:00:00,Palmeiras,Internacional,A. Moreira Ferreira,D. Aguirre Camblor,Palmeiras,Allianz Parque,1,0,SP,RS
7530,27,2021-10-17,18:15:00,Ceara,Bragantino,T. Retzalff Nunes,M. Nogueira Barbieri,-,Arena Castelão,2,2,CE,SP
7531,27,2021-10-17,18:15:00,Gremio,Juventude,V. Carmo Mancini,M. dos Santos Gonçalves,Gremio,Arena do Grêmio,3,2,RS,RS
7532,27,2021-10-17,18:16:00,Atletico-GO,Atletico-MG,E. de Souza Barroca,A. Stival,Atletico-GO,Estádio Antônio Accioly,2,1,GO,MG
7533,27,2021-10-17,20:30:00,Sport,Santos,G. Florentín,F. Carille,-,Adelmar da Costa Carvalho,0,0,PE,SP
7534,27,2021-10-17,20:30:00,Flamengo,Cuiaba,Renato Gaúcho,J. de Amorim Campos,-, Maracanã,0,0,RJ,MT
7535,27,2021-10-18,20:00:00,Sao Paulo,Corinthians,R. Ceni,S. Campos Junior,Sao Paulo, Morumbi,1,0,SP,SP
7452,19,2021-10-20,19:02:00,Ceara,Palmeiras,T. Retzalff Nunes,A. Moreira Ferreira,Palmeiras,Arena Castelão,1,2,CE,SP
7453,19,2021-10-21,20:00:00,Internacional,Bragantino,D. Aguirre Camblor,M. Nogueira Barbieri,-,Estádio José Pinheiro Borda,1,1,RS,SP
7536,28,2021-10-23,16:59:00,Santos,America-MG,F. Carille,M. dos Santos Gonçalves,America-MG,Estádio Urbano Caldeira,0,2,SP,MG
7537,28,2021-10-23,17:00:00,Juventude,Ceara,J. Ribeiro Ventura,T. Retzalff Nunes,-, Alfredo Jaconi,0,0,RS,CE
7538,28,2021-10-23,19:00:00,Fluminense,Flamengo,M. de Oliveira,Renato Gaúcho,Fluminense, Maracanã,3,1,RJ,RJ
7539,28,2021-10-23,19:16:00,Fortaleza,Athletico-PR,J. Vojvoda,A. Valentim do Carmo Neto,Fortaleza,Arena Castelão,3,0,CE,PR
7540,28,2021-10-24,16:00:00,Internacional,Corinthians,D. Aguirre Camblor,S. Campos Junior,-,Estádio José Pinheiro Borda,2,2,RS,SP
7541,28,2021-10-24,16:00:00,Atletico-MG,Cuiaba,A. Stival,J. de Amorim Campos,Atletico-MG, Mineirão,2,1,MG,MT
7542,28,2021-10-24,18:16:00,Bragantino,Sao Paulo,M. Nogueira Barbieri,R. Ceni,Bragantino,Nabizão,1,0,SP,SP
7543,28,2021-10-24,20:29:00,Bahia,Chapecoense,A. Ferreira,L. de Oliveira Preto,Bahia,Itaipava Arena Fonte Nova,3,0,BA,SC
7544,28,2021-10-25,19:59:00,Atletico-GO,Gremio,E. do Nascimento Souza,V. Carmo Mancini,Atletico-GO,Estádio Antônio Accioly,2,0,GO,RS
7545,28,2021-10-25,21:30:00,Palmeiras,Sport,A. Moreira Ferreira,G. Florentín,Palmeiras,Allianz Parque,2,1,SP,PE
