partida_id,clube,cartao,atleta,posicao,minuto
6344,Cruzeiro,Amarelo,Lucas Silva Borges,Meio-campo,83
6344,Cruzeiro,Amarelo,Thiago Neves,Meio-campo,44
6344,Internacional,Amarelo,Jonatan Álvez,Atacante,31
6345,Chapecoense,Amarelo,Osman,Meio-campo,45
6345,Chapecoense,Amarelo,Diego Torres,Meio-campo,1
6345,Palmeiras,Amarelo,Luan Garcia Teixeira,Zagueiro,88
6345,Palmeiras,Amarelo,Victor Luis,Zagueiro,5
6347,Cruzeiro,Amarelo,Edílson Mendes Guimarães,Zagueiro,40
6348,Ceara,Amarelo,Calyson,Meio-campo,87
6348,Ceara,Amarelo,Éverson Felipe Marques Pires,Goleiro,73
6348,Ceara,Amarelo,Leandro Carvalho,Meio-campo,37
6348,Corinthians,Amarelo,Douglas Augusto Soares Gomes,Meio-campo,37
6349,Palmeiras,Amarelo,Fernando Prass,Goleiro,90+2
6349,Athletico-PR,Amarelo,Aderbar dos Santos Neto,Goleiro,90+4
6349,Athletico-PR,Amarelo,Renan Lodi,Zagueiro,63
6350,Parana,Amarelo,Rayan,Zagueiro,43
6350,Chapecoense,Amarelo,Agustín Doffo,Atacante,41
6351,Atletico-MG,Amarelo,Luan Madson Gedeão de Paiva,Meio-campo,51
6351,Sao Paulo,Amarelo,Reinaldo Manoel da Silva,Meio-campo,53
6352,Internacional,Amarelo,Marcelo Lomba,Goleiro,73
6352,Internacional,Amarelo,Víctor Cuesta,Zagueiro,44
6346,Bahia,Amarelo,José Rafael Vivian,Meio-campo,81
6347,Botafogo-RJ,Amarelo,Joel Carli,Zagueiro,67
6347,Botafogo-RJ,Amarelo,Luiz Fernando Moraes dos Santos,Meio-campo,40
6347,Cruzeiro,Amarelo,Henrique Pacheco Lima,Meio-campo,32
6348,Ceara,Amarelo,Richardson Fernandes dos Santos,Meio-campo,76
6348,Ceara,Amarelo,Patrick,,58
6348,Ceara,Amarelo,Felipe Jonatan,Zagueiro,21
6348,Corinthians,Amarelo,Henrique Adriano Buss,Zagueiro,18
6349,Palmeiras,Amarelo,Eduardo Pereira Rodrigues,Meio-campo,45+1
6349,Athletico-PR,Amarelo,Wellington Aparecido Martins,Meio-campo,78
6350,Parana,Amarelo,Leandro Vilela,Meio-campo,86
6350,Chapecoense,Amarelo,Elicarlos,Meio-campo,69
6351,Atletico-MG,Amarelo,Emerson Royal,Zagueiro,64
6351,Atletico-MG,Amarelo,Matheus Galdezani,Meio-campo,12
6352,Internacional,Amarelo,Iago,Zagueiro,75
6352,Internacional,Amarelo,Jonatan Álvez,Atacante,54
6352,Flamengo,Amarelo,Robert Piris da Motta,Meio-campo,36
6346,Sport,Amarelo,Ronaldo Alves,Zagueiro,61
6347,Botafogo-RJ,Amarelo,Jean Carlos de Souza Irmer,Meio-campo,41
6347,Cruzeiro,Amarelo,Bruno César Pereira da Silva,Meio-campo,47
6353,Santos,Amarelo,Daniel Guedes,,47
6353,Gremio,Amarelo,Marcelo Grohe,Goleiro,90+2
6354,Vitoria,Amarelo,Walter Bou,Atacante,54
6355,Vasco,Amarelo,Leandro Luis Desábato,Meio-campo,36
6353,Santos,Amarelo,Alison Lopes Ferreira,Meio-campo,6
6354,Fluminense,Amarelo,Ayrton Lucas Dantas de Medeiros,Zagueiro,83
6355,America-MG,Amarelo,Matheus Ferraz Pereira,Zagueiro,76
6356,Sport,Amarelo,Jair Rodrigues Júnior,,60
6356,Cruzeiro,Amarelo,Róbson Michael Signorini,Meio-campo,40
6357,Sao Paulo,Amarelo,Joao Rojas,Meio-campo,76
6357,Bahia,Amarelo,Clayton da Silveira da Silva,,83
6358,Flamengo,Amarelo,Robert Piris da Motta,Meio-campo,84
6358,Chapecoense,Amarelo,José Marcos Costa Martins,,84
6356,Sport,Amarelo,Ronaldo Alves,Zagueiro,82
6356,Sport,Amarelo,Neto,Meio-campo,28
6357,Sao Paulo,Amarelo,Bruno Alves,Zagueiro,78
6357,Sao Paulo,Amarelo,Régis Ribeiro de Souza,Zagueiro,18
6357,Bahia,Amarelo,Vinícius,Meio-campo,55
6358,Flamengo,Amarelo,Renê Rodrigues Martins,Zagueiro,26
6358,Chapecoense,Amarelo,Roberto Heuchayer,Zagueiro,58
6363,Santos,Amarelo,Yuri Oliveira Lima,Meio-campo,57
6364,Vitoria,Amarelo,Lucas Fernandes,,79
6364,Vitoria,Amarelo,Erick,Atacante,59
6364,Vasco,Amarelo,Leandro Luis Desábato,Meio-campo,40
6364,Vitoria,Vermelho,Lucas Ribeiro,Zagueiro,75
6359,America-MG,Amarelo,Wesley,,88
6360,Palmeiras,Amarelo,Deyverson,Atacante,69
6360,Corinthians,Amarelo,Ralf de Souza Teles,Meio-campo,77
6360,Corinthians,Amarelo,Danilo Avelar,Zagueiro,17
6361,Fluminense,Amarelo,Rodrigo Junior Paula Silva,Zagueiro,65
6361,Botafogo-RJ,Amarelo,Erik Nascimento de Lima,Atacante,90+1
6361,Botafogo-RJ,Amarelo,Márcio Almeida de Oliveira,Zagueiro,53
6362,Internacional,Amarelo,William Pottker,Atacante,90+4
6362,Internacional,Amarelo,Rossicley Pereira da Silva,,45+3
6362,Internacional,Amarelo,Nicolás Federico López,Atacante,23
6362,Gremio,Amarelo,André Felipe Ribeiro de Souza,Atacante,82
6362,Gremio,Amarelo,Thaciano,Meio-campo,43
6363,Parana,Amarelo,Jhonny Lucas,Meio-campo,81
6363,Parana,Amarelo,Renê Santos,Zagueiro,32
6363,Santos,Amarelo,Robson Bambu,Zagueiro,65
6363,Santos,Amarelo,Gabriel Barbosa,Atacante,53
6364,Vitoria,Amarelo,Leonardo da Silva Gomes,Meio-campo,67
6364,Vitoria,Amarelo,Ramon Menezes Roma,Zagueiro,23
6364,Vasco,Vermelho,Yago Pikachu,,75
6359,Ceara,Amarelo,Tiago dos Santos Alves,Zagueiro,84
6360,Palmeiras,Amarelo,Lucas Rafael Araújo Lima,Meio-campo,7
6360,Corinthians,Amarelo,Roger Rodrigues da Silva,Atacante,65
6361,Fluminense,Amarelo,Ayrton Lucas Dantas de Medeiros,Zagueiro,85
6361,Fluminense,Amarelo,Luciano da Rocha Neves,Meio-campo,31
6361,Botafogo-RJ,Amarelo,Moisés Roberto Barbosa,Zagueiro,71
6361,Botafogo-RJ,Amarelo,Marcelo da Conceição Benevenuto Malaquias,Zagueiro,27
6362,Internacional,Amarelo,José Carlos Cracco Neto,Zagueiro,90+4
6362,Internacional,Amarelo,Víctor Cuesta,Zagueiro,45+3
6362,Gremio,Amarelo,Marcelo Grohe,Goleiro,88
6362,Gremio,Amarelo,Ramiro Moschen Benetti,Meio-campo,45+3
6362,Gremio,Amarelo,Luan Guilherme de Jesus Vieira,Meio-campo,25
6363,Parana,Amarelo,Alex Paulo Menezes Santana,Meio-campo,53
6363,Parana,Amarelo,Carlos Júnior,Meio-campo,27
6365,Atletico-MG,Amarelo,Leonardo Silva,Zagueiro,58
6365,Atletico-MG,Amarelo,Matheus Galdezani,Meio-campo,15
6365,Athletico-PR,Amarelo,Bérgson Gustavo Silveira da Silva,,87
6365,Athletico-PR,Amarelo,Marcio Antonio de Sousa Junior,Meio-campo,45+1
6365,Athletico-PR,Vermelho,Nikão,Meio-campo,90+1
6365,Atletico-MG,Amarelo,Patric Cabral Lalau,Zagueiro,70
6365,Atletico-MG,Amarelo,Fábio Santos,Zagueiro,48
6365,Athletico-PR,Amarelo,Jonathan Cícero Moreira,Zagueiro,90
6365,Athletico-PR,Amarelo,Aderbar dos Santos Neto,Goleiro,64
6365,Athletico-PR,Amarelo,Lucho González,Meio-campo,36
6305,Athletico-PR,Amarelo,Diego,Zagueiro,75
6305,Athletico-PR,Amarelo,Bruno Guimarães,Meio-campo,36
6305,Chapecoense,Amarelo,Leandro,Atacante,75
6305,Athletico-PR,Amarelo,Pablo Felipe Teixeira,Atacante,48
6366,Ceara,Amarelo,Luiz Otávio,Zagueiro,75
6366,Vitoria,Amarelo,Rodrigo Andrade,Meio-campo,90+5
6366,Vitoria,Amarelo,Jeferson,Zagueiro,82
6367,Gremio,Amarelo,Marcelo Oliveira Ferreira,Zagueiro,17
6368,Vasco,Amarelo,Maxi López,Atacante,90+10
6368,Vasco,Amarelo,Willian Maranhão,Meio-campo,58
6368,Flamengo,Amarelo,Victor Vinícius Coelho Santos,Meio-campo,58
6366,Ceara,Amarelo,Samuel Xavier,Zagueiro,50
6366,Vitoria,Amarelo,Rhayner,,90+2
6366,Vitoria,Amarelo,Aderlan Santos,Zagueiro,2
6367,Parana,Amarelo,Igor Aquino da Silva,Zagueiro,29
6368,Vasco,Amarelo,Fabrício dos Santos Silva,Meio-campo,58
6368,Flamengo,Amarelo,Diego Ribas,Meio-campo,58
6368,Flamengo,Vermelho,Diego Ribas,Meio-campo,58
6369,America-MG,Amarelo,Messias Rodrigues da Silva Júnior,Zagueiro,26
6370,Cruzeiro,Amarelo,Ariel Cabral,Meio-campo,74
6370,Atletico-MG,Amarelo,Adílson Warken,Meio-campo,11
6371,Palmeiras,Amarelo,Bruno Henrique Corsini,Meio-campo,52
6372,Athletico-PR,Amarelo,Renan Lodi,Zagueiro,90+1
6372,Athletico-PR,Amarelo,Wellington Aparecido Martins,Meio-campo,20
6372,Fluminense,Amarelo,Marlon Rodrigues Xavier,Zagueiro,69
6373,Santos,Amarelo,Gustavo Henrique Vernes,Zagueiro,90+5
6373,Santos,Amarelo,Alison Lopes Ferreira,Meio-campo,77
6373,Santos,Amarelo,Derlis González,Meio-campo,67
6373,Sao Paulo,Amarelo,Joao Rojas,Meio-campo,81
6373,Sao Paulo,Amarelo,Robert Arboleda,Zagueiro,42
6374,Corinthians,Amarelo,Pedrinho,,86
6374,Sport,Amarelo,Sander Henrique Bortolotto,Zagueiro,76
6369,Botafogo-RJ,Vermelho,Gilson Gomes do Nascimento,,88
6369,Botafogo-RJ,Amarelo,Jean Carlos de Souza Irmer,Meio-campo,35
6370,Cruzeiro,Amarelo,Ezequiel,Zagueiro,80
6370,Cruzeiro,Amarelo,Lucas Romero,Meio-campo,12
6371,Bahia,Amarelo,Elton Junior Melo Ataíde,Meio-campo,45+2
6371,Palmeiras,Amarelo,Lucas Rafael Araújo Lima,Meio-campo,41
6372,Athletico-PR,Amarelo,Paulo André,Zagueiro,52
6372,Fluminense,Amarelo,Leonardo Moreira Morais,Zagueiro,79
6373,Santos,Amarelo,Victor Ferraz,Zagueiro,90+6
6373,Santos,Amarelo,Bruno Henrique,,86
6373,Santos,Amarelo,Diego Pituca,Meio-campo,69
6373,Santos,Amarelo,Robson Bambu,Zagueiro,46
6373,Sao Paulo,Amarelo,Hudson,Meio-campo,52
6373,Sao Paulo,Amarelo,Bruno Alves,Zagueiro,5
6374,Corinthians,Amarelo,Ralf de Souza Teles,Meio-campo,81
6369,America-MG,Vermelho,Luan Michel Louzã,Meio-campo,88
6375,Chapecoense,Amarelo,Jandrei,Goleiro,87
6375,Chapecoense,Amarelo,Agustín Doffo,Meio-campo,3
6375,Internacional,Amarelo,Víctor Cuesta,Zagueiro,17
6375,Internacional,Vermelho,Víctor Cuesta,Zagueiro,80
6375,Chapecoense,Amarelo,Gustavo Bonatto Barreto,,90+4
6375,Chapecoense,Amarelo,Rafael Thyere de Albuquerque Marques,Zagueiro,45
6375,Internacional,Amarelo,Gabriel Dias de Oliveira,Meio-campo,36
6375,Internacional,Amarelo,Patrick,Meio-campo,7
6376,Sao Paulo,Amarelo,Robert Arboleda,Zagueiro,84
6376,America-MG,Amarelo,Carlos Emiliano Pereira,Zagueiro,55
6383,Santos,Amarelo,Victor Ferraz,Zagueiro,73
6377,Gremio,Amarelo,Luan Guilherme de Jesus Vieira,Meio-campo,74
6377,Gremio,Amarelo,Ramiro Moschen Benetti,Meio-campo,16
6378,Parana,Amarelo,Jhony,,90+3
6378,Parana,Amarelo,Renê Santos,Zagueiro,55
6379,Flamengo,Amarelo,Henrique Dourado,Atacante,70
6379,Atletico-MG,Amarelo,Denílson Pereira Júnior,,90+4
6380,Internacional,Amarelo,Patrick,Meio-campo,53
6381,Sport,Amarelo,Ronaldo Alves,Zagueiro,62
6381,Palmeiras,Amarelo,Luan Garcia Teixeira,Zagueiro,86
6382,Vitoria,Amarelo,Maurício Cordeiro,,77
6382,Botafogo-RJ,Amarelo,Márcio Almeida de Oliveira,Zagueiro,59
6382,Botafogo-RJ,Amarelo,Erik Nascimento de Lima,Meio-campo,7
6383,Cruzeiro,Amarelo,Murilo Cerqueira,Zagueiro,34
6383,Santos,Amarelo,José Rodolfo Pires Ribeiro,Zagueiro,83
6377,Gremio,Amarelo,Pedro Geromel,Zagueiro,66
6377,Ceara,Amarelo,Tiago dos Santos Alves,Zagueiro,84
6378,Parana,Amarelo,Rayan,Zagueiro,81
6378,Parana,Amarelo,Caio Henrique,Meio-campo,32
6379,Flamengo,Amarelo,Marcos Rogério Ricci Lopes,Zagueiro,21
6379,Atletico-MG,Amarelo,Emerson Royal,Zagueiro,74
6380,Internacional,Amarelo,Rodrigo Dourado,Meio-campo,42
6381,Sport,Amarelo,Jair Rodrigues Júnior,Meio-campo,39
6381,Palmeiras,Amarelo,Felipe Melo,Meio-campo,11
6382,Botafogo-RJ,Amarelo,Joel Carli,Zagueiro,88
6382,Botafogo-RJ,Amarelo,Igor Rabello,Zagueiro,38
6383,Cruzeiro,Amarelo,Egídio de Araújo Pereira Júnior,Zagueiro,90+5
6384,Chapecoense,Amarelo,Douglas Silva Bacelar,Zagueiro,75
6384,Fluminense,Amarelo,Airton Ribeiro Santos,,82
6384,Fluminense,Amarelo,Jadson,Meio-campo,46
6385,Vasco,Amarelo,Giovanni Augusto,,79
6385,Vasco,Amarelo,Yago Pikachu,Meio-campo,56
6385,Bahia,Amarelo,Léo Pelé,Zagueiro,69
6385,Bahia,Vermelho,Douglas Friedrich,Goleiro,29
6384,Chapecoense,Amarelo,Diego Torres,Meio-campo,90+3
6384,Chapecoense,Amarelo,Leandro,Atacante,32
6384,Fluminense,Amarelo,Júlio César Jacobi,Goleiro,70
6385,Vasco,Amarelo,Maxi López,Atacante,87
6385,Vasco,Amarelo,Marrony,,79
6385,Vasco,Amarelo,Willian Maranhão,Meio-campo,38
6385,Bahia,Amarelo,Everson Bispo Pereira,Zagueiro,14
6384,Chapecoense,Vermelho,Douglas Silva Bacelar,Zagueiro,80
6155,Santos,Amarelo,Gabriel Barbosa,Atacante,1
6155,Vasco,Amarelo,Bruno Cosendey,Meio-campo,22
6155,Vasco,Vermelho,Andrey,Meio-campo,87
6155,Vasco,Amarelo,Andrey,Meio-campo,70
6155,Vasco,Amarelo,Fabrício dos Santos Silva,Meio-campo,18
6386,Fluminense,Amarelo,Douglas Moreira,Meio-campo,85
6386,Gremio,Amarelo,Leonardo Gomes,Zagueiro,25
6388,Bahia,Amarelo,Douglas Grolli,Zagueira,70
6388,Flamengo,Amarelo,Éverton Ribeiro,Meio-campo,90+1
6386,Gremio,Amarelo,Alisson Euler de Freitas Castro,Meio-campo,33
6387,Corinthians,Amarelo,Clayson Henrique da Silva Vieira,Meio-campo,62
6388,Bahia,Amarelo,José Élber Pimentel da Silva,Meio-campo,50
6389,Palmeiras,Amarelo,Deyverson,Atacante,90+4
6389,Palmeiras,Amarelo,Felipe Melo,Meio-campo,37
6389,Cruzeiro,Amarelo,Manoel Messias Silva Carvalho,Zagueiro,90+1
6389,Cruzeiro,Amarelo,Fred,,83
6389,Cruzeiro,Amarelo,Ezequiel,Zagueiro,69
6390,Atletico-MG,Amarelo,Iago Maidana,Zagueiro,86
6390,Sport,Amarelo,Marcão,Meio-campo,82
6390,Sport,Amarelo,Durval,Zagueiro,25
6391,Santos,Amarelo,Gustavo Henrique Vernes,Zagueiro,53
6391,Athletico-PR,Amarelo,Márcio Azevedo,,90+5
6391,Athletico-PR,Amarelo,Nikão,Meio-campo,80
6391,Athletico-PR,Amarelo,Paulo André,Zagueiro,18
6392,Sao Paulo,Amarelo,Liziero,,84
6393,Internacional,Amarelo,Andrés D'Alessandro,Meio-campo,90+5
6393,Internacional,Amarelo,Víctor Cuesta,Zagueiro,88
6393,Vitoria,Amarelo,Fabiano da Silva Souza,Zagueiro,80
6393,Vitoria,Amarelo,Ronaldo,Goleiro,45+3
6393,Vitoria,Amarelo,Neilton Mestzk,Meio-campo,23
6394,Ceara,Amarelo,Arnaldo Manoel de Almeida,,78
6394,Ceara,Amarelo,Luiz Otávio,Zagueiro,46
6394,Chapecoense,Amarelo,Héctor Canteros,,80
6394,Chapecoense,Amarelo,Victor Andrade,Meio-campo,39
6393,Vitoria,Vermelho,Neilton Mestzk,Meio-campo,90+6
6389,Palmeiras,Amarelo,Moisés Lima Magalhães,,90+4
6389,Palmeiras,Amarelo,Hyoran,Meio-campo,73
6389,Palmeiras,Amarelo,Gustavo Gómez,Zagueiro,30
6389,Cruzeiro,Amarelo,Leonardo Renan Simões de Lacerda,Zagueiro,88
6389,Cruzeiro,Amarelo,Marcelo Hermes,Zagueiro,82
6389,Cruzeiro,Amarelo,Federico Mancuello,Meio-campo,19
6390,Sport,Amarelo,Gabriel Santana,,90+1
6390,Sport,Amarelo,Sander Henrique Bortolotto,Zagueiro,45+1
6391,Santos,Amarelo,Carlos Andrés Sánchez,Meio-campo,90+7
6391,Athletico-PR,Amarelo,Marcelo Cirino da Silva,Atacante,90+9
6391,Athletico-PR,Amarelo,Léo Pereira,Zagueiro,90+4
6391,Athletico-PR,Amarelo,Lucho González,Meio-campo,33
6392,Botafogo-RJ,Amarelo,Bochecha,Meio-campo,42
6392,Sao Paulo,Amarelo,Anderson Martins,Zagueiro,59
6393,Internacional,Amarelo,Edenílson Andrade dos Santos,Meio-campo,90+5
6393,Vitoria,Amarelo,Lucas Fernandes,,90+5
6393,Vitoria,Amarelo,Jeferson,Zagueiro,69
6393,Vitoria,Amarelo,Leonardo da Silva Gomes,Meio-campo,39
6394,Ceara,Amarelo,Leandro Carvalho,Meio-campo,85
6394,Ceara,Amarelo,Arthur Mendonça Cabral,Atacante,60
6394,Chapecoense,Amarelo,Bruno Pacheco,Zagueiro,85
6394,Chapecoense,Amarelo,Carlos Eduardo Santos Oliveira,Zagueiro,56
6394,Chapecoense,Amarelo,Rafael Thyere de Albuquerque Marques,Zagueiro,31
6390,Sport,Vermelho,Durval,Zagueiro,33
6395,Parana,Amarelo,Carlos Júnior,,68
6395,Vasco,Vermelho,Leandro Castán,Zagueiro,57
6396,Sport,Amarelo,Matheus Peixoto,,90+2
6396,Sport,Amarelo,Jair Rodrigues Júnior,Meio-campo,12
6397,Corinthians,Amarelo,Henrique Adriano Buss,Zagueiro,87
6397,Flamengo,Amarelo,César Bernardo Dutra,Goleiro,70
6398,Vitoria,Amarelo,Fabiano da Silva Souza,Zagueiro,74
6398,Santos,Amarelo,Carlos Andrés Sánchez,Meio-campo,73
6398,Vitoria,Vermelho,Maurício Cordeiro,,82
6396,Sport,Amarelo,Ronaldo Alves,Zagueiro,90+2
6396,Sport,Amarelo,Sander Henrique Bortolotto,Zagueiro,70
6396,Internacional,Amarelo,Fabiano,Zagueiro,69
6397,Corinthians,Amarelo,Ángel Romero,Meio-campo,84
6398,Vitoria,Amarelo,Rhayner,Meio-campo,76
6398,Vitoria,Amarelo,Ramon Menezes Roma,Zagueiro,21
6398,Santos,Amarelo,Alison Lopes Ferreira,Meio-campo,29
6399,Athletico-PR,Amarelo,Raphael Cavalcante Veiga,Meio-campo,45+1
6399,Athletico-PR,Amarelo,Pablo Felipe Teixeira,Atacante,8
6399,America-MG,Amarelo,Zé Ricardo,Meio-campo,21
6400,Chapecoense,Amarelo,Bruno Pacheco,Zagueiro,81
6400,Chapecoense,Amarelo,Agustín Doffo,Meio-campo,73
6400,Atletico-MG,Amarelo,David Terans,,90+2
6401,Sao Paulo,Amarelo,Joao Rojas,Meio-campo,42
6401,Palmeiras,Amarelo,Eduardo Pereira Rodrigues,Meio-campo,49
6401,Palmeiras,Amarelo,Victor Luis,Zagueiro,19
6402,Gremio,Amarelo,Walter Kannemann,Zagueiro,37
6402,Bahia,Amarelo,Jackson de Souza,Zagueiro,37
6402,Bahia,Amarelo,Nino Paraíba,Zagueiro,18
6399,Athletico-PR,Amarelo,Paulo André,Zagueiro,22
6399,America-MG,Amarelo,Leandro Donizete,Meio-campo,58
6399,America-MG,Amarelo,Wesley Lopes Beltrame,Meio-campo,5
6400,Chapecoense,Amarelo,Carlos Eduardo Santos Oliveira,Zagueiro,74
6400,Atletico-MG,Amarelo,Elias Mendes Trindade,Meio-campo,90+3
6400,Atletico-MG,Amarelo,Denílson Pereira Júnior,Atacante,76
6401,Sao Paulo,Amarelo,Rodrigo Caio,Zagueiro,18
6401,Palmeiras,Amarelo,Felipe Melo,Meio-campo,26
6402,Gremio,Amarelo,Juninho Capixaba,Zagueiro,90+7
6402,Bahia,Amarelo,Gilberto Oliveira Souza Junior,Atacante,52
6402,Bahia,Amarelo,Eric dos Santos Rodrigues,Meio-campo,21
6402,Bahia,Vermelho,Jackson de Souza,Zagueiro,55
6403,Parana,Amarelo,Jhony,,56
6403,Fluminense,Amarelo,Leonardo Moreira Morais,Meio-campo,82
6403,Parana,Amarelo,Mansur,Zagueiro,52
6404,Botafogo-RJ,Amarelo,Joel Carli,Zagueiro,90+1
6404,Botafogo-RJ,Amarelo,Márcio Almeida de Oliveira,Zagueiro,75
6404,Vasco,Amarelo,Willian Maranhão,Meio-campo,46
6404,Botafogo-RJ,Amarelo,Rodrigo Lindoso,Meio-campo,76
6404,Vasco,Amarelo,Luiz Gustavo,Zagueiro,77
6406,Flamengo,Amarelo,Willian Arão,Meio-campo,13
6406,Fluminense,Amarelo,Gum,Zagueiro,58
6407,Santos,Amarelo,Derlis González,,80
6407,Santos,Amarelo,Gabriel Barbosa,Atacante,14
6407,Corinthians,Amarelo,Pedro Henrique Ribeiro Gonçalves,Zagueiro,56
6408,Bahia,Amarelo,Clayton da Silveira da Silva,,85
6408,Bahia,Amarelo,José Rafael Vivian,Meio-campo,68
6408,Parana,Amarelo,Andrey Nunes dos Santos,,72
6406,Flamengo,Amarelo,Marcos Rogério Ricci Lopes,Zagueiro,41
6406,Fluminense,Amarelo,Richard Candido Coelho,Meio-campo,75
6406,Fluminense,Amarelo,Mateus Norton,Meio-campo,35
6407,Santos,Amarelo,Gustavo Henrique Vernes,Zagueiro,39
6407,Corinthians,Amarelo,Gabriel Girotto Franco,Meio-campo,80
6407,Corinthians,Amarelo,Emerson Sheik,Meio-campo,43
6408,Bahia,Amarelo,Anderson Pedro da Silva Nunes Campos,,85
6408,Parana,Amarelo,Jhony,,84
6408,Parana,Amarelo,Juninho,Zagueiro,32
6409,Chapecoense,Amarelo,Alan Ruschel,Zagueiro,61
6409,Chapecoense,Amarelo,Osman,,52
6409,Vitoria,Amarelo,Leonardo da Silva Gomes,Meio-campo,54
6410,Vasco,Amarelo,Maxi López,Atacante,63
6410,Vasco,Amarelo,Jordi,,50
6410,Vasco,Amarelo,Andrey,Meio-campo,22
6410,Cruzeiro,Amarelo,Bruno César Pereira da Silva,Meio-campo,38
6411,Sao Paulo,Amarelo,Jucilei,Meio-campo,46
6411,Sao Paulo,Amarelo,Bruno Peres,Zagueiro,31
6412,Palmeiras,Amarelo,Luan Garcia Teixeira,Zagueiro,65
6412,Palmeiras,Amarelo,Thiago dos Santos,Meio-campo,36
6412,Gremio,Amarelo,Bressan,Zagueiro,58
6414,Sport,Amarelo,Ronaldo Alves,Zagueiro,83
6414,Sport,Amarelo,Fellipe Bastos,Meio-campo,25
6410,Cruzeiro,Vermelho,Federico Mancuello,Meio-campo,72
6409,Chapecoense,Amarelo,Willian José de Souza,Meio-campo,58
6409,Vitoria,Amarelo,Ramon Menezes Roma,Zagueiro,74
6410,Vasco,Amarelo,Luiz Gustavo,Zagueiro,69
6410,Vasco,Amarelo,Werley Ananias da Silva,Zagueiro,63
6410,Vasco,Amarelo,Leandro Castán,Zagueiro,47
6410,Cruzeiro,Amarelo,Luiz Ricardo Alves,,71
6411,Sao Paulo,Amarelo,Bruno Alves,Zagueiro,50
6411,Sao Paulo,Amarelo,Anderson Martins,Zagueiro,42
6412,Palmeiras,Amarelo,Jailson,,80
6412,Palmeiras,Amarelo,Gustavo Gómez,Zagueiro,48
6412,Gremio,Amarelo,Marcelo Oliveira Ferreira,Zagueiro,77
6413,Atletico-MG,Amarelo,Leonardo Silva,Zagueiro,90
6414,Sport,Amarelo,Neto,,45+3
6411,Sao Paulo,Vermelho,Anderson Martins,Zagueiro,90+3
6415,Botafogo-RJ,Amarelo,Joel Carli,Zagueiro,79
6415,Botafogo-RJ,Amarelo,Matheus Fernandes,Meio-campo,32
6415,Ceara,Amarelo,Tiago dos Santos Alves,Zagueiro,88
6415,Botafogo-RJ,Amarelo,Rodrigo Pimpão,Meio-campo,70
6418,Athletico-PR,Amarelo,Aderbar dos Santos Neto,Goleiro,90
6419,Vasco,Amarelo,Leandro Castán,Zagueiro,72
6417,Botafogo-RJ,Amarelo,Rodrigo Lindoso,Meio-campo,37
6418,Sao Paulo,Amarelo,Nenê,,89
6418,Sao Paulo,Amarelo,Edimar Fraga,Zagueiro,35
6419,Vasco,Amarelo,Giovanni Augusto,,90+2
6419,Vasco,Amarelo,Rafael Galhardo,Zagueiro,47
6417,Botafogo-RJ,Amarelo,Marcelo da Conceição Benevenuto Malaquias,Zagueiro,88
6417,Bahia,Amarelo,José Rafael Vivian,Meio-campo,37
6418,Sao Paulo,Amarelo,Joao Rojas,Meio-campo,75
6418,Athletico-PR,Amarelo,Nikão,Meio-campo,90+2
6420,Vitoria,Amarelo,,Zagueiro,34
6420,Corinthians,Amarelo,Ángel Romero,Meio-campo,90+4
6420,Corinthians,Amarelo,Douglas Augusto Soares Gomes,Meio-campo,81
6421,Fluminense,Amarelo,Jadson,Meio-campo,84
6421,Atletico-MG,Amarelo,Fábio Santos,Zagueiro,52
6422,Palmeiras,Amarelo,Mayke,,74
6422,Palmeiras,Amarelo,Diogo Barbosa,,11
6422,Ceara,Amarelo,Richardson Fernandes dos Santos,Meio-campo,73
6423,Cruzeiro,Amarelo,Edílson Mendes Guimarães,Zagueiro,88
6423,Chapecoense,Amarelo,Héctor Canteros,Meio-campo,85
6421,Fluminense,Vermelho,Matheus Alessandro,,83
6424,Parana,Vermelho,Raphael Alemão,,71
6420,Corinthians,Amarelo,Clayson Henrique da Silva Vieira,,90+5
6420,Corinthians,Amarelo,Roger Rodrigues da Silva,,90
6421,Fluminense,Amarelo,Paulo Ricardo Ferreira,,90
6421,Atletico-MG,Amarelo,Luan Madson Gedeão de Paiva,Meio-campo,71
6422,Palmeiras,Amarelo,Lucas Rafael Araújo Lima,Meio-campo,79
6422,Palmeiras,Amarelo,Hyoran,Meio-campo,50
6422,Palmeiras,Amarelo,Bruno Henrique Corsini,Meio-campo,2
6422,Ceara,Amarelo,Samuel Xavier,Zagueiro,55
6423,Cruzeiro,Amarelo,Dedé,Zagueiro,51
6424,Parana,Amarelo,Jean Lucas Figueiredo,,70
6422,Palmeiras,Vermelho,Deyverson,Atacante,45+1
6425,Internacional,Amarelo,Nicolás Federico López,Meio-campo,20
6425,Santos,Amarelo,Bruno Henrique,Meio-campo,53
6425,Santos,Amarelo,Luiz Felipe,Zagueiro,86
6425,Santos,Amarelo,Gustavo Henrique Vernes,Zagueiro,45+2
6405,Ceara,Amarelo,Éverson Felipe Marques Pires,Goleiro,87
6405,Ceara,Amarelo,Ricardo Dias Acosta,Meio-campo,65
6405,Cruzeiro,Amarelo,Thiago Neves,Meio-campo,57
6405,Ceara,Amarelo,Arthur Mendonça Cabral,Atacante,84
6426,Vitoria,Amarelo,Lucas Ribeiro,Zagueiro,41
6426,Sao Paulo,Amarelo,Hudson,Meio-campo,32
