partida_id,clube,cartao,atleta,posicao,minuto
5056,Gremio,Amarelo,Luan Guilherme de Jesus Vieira,Meio-campo,47
5056,Athletico-PR,Amarelo,Nikão,Meio-campo,76
5056,Athletico-PR,Amarelo,Ytalo José dos Santos,Meio-campo,53
5055,Fluminense,Vermelho,Gum,Zagueiro,89
5057,Figueirense,Amarelo,França,Meio-campo,90+2
5057,Figueirense,Amarelo,Bruno Alves,Zagueiro,45+2
5057,Internacional,Amarelo,Rodrigo Dourado,Meio-campo,78
5057,Figueirense,Amarelo,Clayton da Silveira da Silva,Atacante,73
5057,Figueirense,Amarelo,Leandro Silva,Zagueiro,14
5057,Internacional,Amarelo,Jorge Henrique,Meio-campo,58
5061,Palmeiras,Amarelo,Róbson Michael Signorini,Meio-campo,50
5058,Sport,Amarelo,Samuel,,83
5058,Vasco,Amarelo,Luan Garcia Teixeira,Zagueiro,80
5058,Vasco,Amarelo,Pablo Guiñazú,Meio-campo,26
5060,Santos,Amarelo,Neto Berola,,90+2
5060,Santos,Amarelo,Geuvânio,Meio-campo,81
5060,Santos,Amarelo,Daniel Guedes,Zagueiro,24
5060,Corinthians,Amarelo,Luciano da Rocha Neves,,72
5060,Corinthians,Amarelo,Fagner,Zagueiro,31
5061,Gremio,Amarelo,Maicon,Meio-campo,68
5061,Gremio,Amarelo,Rafael Galhardo,Zagueiro,30
5060,Santos,Vermelho,Rafael Longuine,Meio-campo,70
5061,Palmeiras,Amarelo,Alecsandro,Atacante,63
5061,Palmeiras,Amarelo,Gabriel Girotto Franco,Meio-campo,17
5058,Sport,Amarelo,Samuel Xavier,Zagueiro,73
5058,Vasco,Amarelo,Emanuel Biancucchi,Meio-campo,58
5059,Atletico-MG,Amarelo,Patric Cabral Lalau,Zagueiro,35
5060,Santos,Amarelo,Vladimir Orlando Cardoso de Araújo Filho,Goleiro,81
5060,Santos,Amarelo,Rafael Longuine,Meio-campo,51
5060,Corinthians,Amarelo,Uendel Pereira Gonçalves,Zagueiro,90+4
5060,Corinthians,Amarelo,Ralf de Souza Teles,Meio-campo,39
5061,Gremio,Amarelo,Walace,Meio-campo,87
5061,Gremio,Amarelo,Marcelo Oliveira Ferreira,Zagueiro,44
5059,Atletico-MG,Vermelho,Patric Cabral Lalau,Zagueiro,86
5060,Corinthians,Vermelho,Fagner,Zagueiro,74
5062,Cruzeiro,Amarelo,Bruno Rodrigo,Zagueiro,90+1
5062,Cruzeiro,Amarelo,Henrique Pacheco Lima,Meio-campo,34
5062,Chapecoense,Amarelo,Marcos Danilo Padilha,Goleiro,85
5062,Chapecoense,Amarelo,José Gildeixon Clemente de Paiva,Meio-campo,67
5063,Joinville,Amarelo,Mario Sérgio,Zagueiro,86
5063,Joinville,Amarelo,Augusto,Meio-campo,42
5063,Goias,Amarelo,Patrick,Meio-campo,56
5063,Goias,Amarelo,Clayton Sales,Zagueiro,26
5064,Athletico-PR,Amarelo,Kadu,Zagueiro,41
5064,Coritiba,Amarelo,Wellington Paulista,Atacante,83
5064,Coritiba,Amarelo,Leandro Silva,Zagueiro,41
5064,Coritiba,Amarelo,Ruy Franco de Almeida Junior,Meio-campo,26
5065,Avai,Amarelo,Eltinho,,90+4
5065,Avai,Amarelo,Eduardo Neto,Meio-campo,45
5065,Avai,Amarelo,Marquinhos Santos,Meio-campo,31
5063,Joinville,Vermelho,Diego Jara Rodrigues,Zagueiro,58
5064,Coritiba,Vermelho,Norberto Pereira Marinho Neto,Zagueiro,90+4
5062,Cruzeiro,Amarelo,Bruno Edgar,,70
5062,Cruzeiro,Amarelo,Pará,Zagueiro,3
5062,Chapecoense,Amarelo,Hélio Hermito Zampier Neto,Zagueiro,83
5063,Joinville,Amarelo,Marinaldo dos Santos Oliveira,,90+3
5063,Joinville,Amarelo,Anselmo de Moraes,Meio-campo,72
5063,Goias,Amarelo,Felipe Macedo,Zagueiro,74
5063,Goias,Amarelo,Diogo Barbosa,Meio-campo,42
5063,Goias,Amarelo,Felipe Menezes,Meio-campo,7
5064,Athletico-PR,Amarelo,Weverton Pereira da Silva,Goleiro,15
5064,Coritiba,Amarelo,João Paulo Silva,Meio-campo,57
5064,Coritiba,Amarelo,Norberto Pereira Marinho Neto,Zagueiro,27
5065,Sao Paulo,Amarelo,Alexandre Pato,Atacante,36
5065,Avai,Amarelo,Adriano Pagode,Meio-campo,66
5065,Avai,Amarelo,Romário Guilherme dos Santos,Zagueiro,40
5063,Goias,Vermelho,Diogo Barbosa,Meio-campo,85
5064,Coritiba,Vermelho,Wellington Paulista,Atacante,90
5066,Fluminense,Amarelo,Gerson Santos da Silva,Meio-campo,22
5066,Ponte Preta,Amarelo,Josimar,Meio-campo,67
5066,Fluminense,Amarelo,Marcos Júnior,,69
5066,Ponte Preta,Amarelo,Fernando Paixão da Silva,Meio-campo,90+4
5066,Ponte Preta,Amarelo,Renato de Araújo Chaves Júnior,Zagueiro,31
5067,Avai,Amarelo,Rômulo,,90+4
5067,Avai,Amarelo,Anderson Lopes,Atacante,42
5067,Gremio,Amarelo,Yuri Mamute,,62
5068,Chapecoense,Amarelo,Elicarlos,Meio-campo,28
5068,Sport,Amarelo,Wendel Geraldo Maurício e Silva,Meio-campo,82
5068,Sport,Amarelo,Mike dos Santos Nenatarvicius,,75
5068,Sport,Amarelo,Jonathan Marlone,Meio-campo,41
5069,Figueirense,Amarelo,Roberto Cereceda,Zagueiro,32
5067,Avai,Amarelo,Eltinho,Meio-campo,70
5067,Gremio,Amarelo,Tiago Machowski,Goleiro,78
5067,Gremio,Amarelo,Lucas Ramon Batista Silva,Zagueiro,54
5068,Sport,Amarelo,Diego Souza,Meio-campo,86
5068,Sport,Amarelo,Rithely,Meio-campo,79
5068,Sport,Amarelo,Samuel Xavier,Zagueiro,69
5069,Figueirense,Amarelo,Marcos Roberto da Silva Barbosa,Zagueiro,59
5070,Atletico-MG,Amarelo,Thiago Ribeiro,Meio-campo,45+1
5071,Palmeiras,Amarelo,Lucas Rios Marques,Zagueiro,50
5071,Sao Paulo,Amarelo,Hudson,Meio-campo,40
5072,Goias,Amarelo,Clayton Sales,Zagueiro,76
5072,Fluminense,Amarelo,Henrique Souza,,86
5073,Ponte Preta,Amarelo,Tiago dos Santos Alves,Zagueiro,33
5073,Athletico-PR,Amarelo,Hernani Azevedo Junior,Meio-campo,24
5074,Coritiba,Amarelo,Lúcio Flávio,Meio-campo,56
5074,Coritiba,Amarelo,Rodrigo Ramos,Zagueiro,18
5074,Cruzeiro,Amarelo,Marcos Vinícius de Jesus Araújo,,90+1
5074,Cruzeiro,Amarelo,Paulo André,Zagueiro,54
5074,Cruzeiro,Amarelo,Henrique Pacheco Lima,Meio-campo,32
5075,Vasco,Amarelo,Charles Marcelo da Silva,Goleiro,77
5075,Vasco,Amarelo,Sérgio Antônio Borges Júnior,Meio-campo,32
5076,Internacional,Amarelo,Lisandro López,Atacante,83
5076,Santos,Amarelo,Neto Berola,,90+4
5076,Santos,Amarelo,David Braz,Zagueiro,34
5072,Fluminense,Vermelho,Gum,Zagueiro,56
5070,Atletico-MG,Amarelo,Guilherme Milhomem Gusmão,,74
5070,Joinville,Amarelo,Marinaldo dos Santos Oliveira,Meio-campo,78
5071,Sao Paulo,Amarelo,Rafael Tolói,Zagueiro,90+2
5071,Sao Paulo,Amarelo,Bruno Vieira,Zagueiro,17
5072,Goias,Amarelo,Erik Nascimento de Lima,Atacante,63
5072,Fluminense,Amarelo,Wagner Ferreira dos Santos,Meio-campo,51
5073,Athletico-PR,Amarelo,Marcos Guilherme,Meio-campo,75
5074,Coritiba,Amarelo,Esquerdinha,Meio-campo,67
5074,Coritiba,Amarelo,Luccas Claro,Zagueiro,31
5074,Coritiba,Amarelo,Leandro Silva,Zagueiro,12
5074,Cruzeiro,Amarelo,Willians Domingos Fernandes,Meio-campo,89
5074,Cruzeiro,Amarelo,Allano,Meio-campo,36
5075,Vasco,Amarelo,Madson,Zagueiro,90+5
5075,Vasco,Amarelo,Jhon Cley,Meio-campo,35
5076,Internacional,Amarelo,William de Asevedo Furtado,Zagueiro,85
5076,Internacional,Amarelo,Jorge Henrique,Meio-campo,14
5076,Santos,Amarelo,Lucas Otávio,Meio-campo,76
5076,Santos,Vermelho,David Braz,Zagueiro,78
5077,Sport,Amarelo,Régis,Meio-campo,21
5077,Internacional,Amarelo,Alan Henrique Costa,Zagueiro,9
5078,Vasco,Amarelo,Lucas Santos Siqueira,Meio-campo,66
5078,Avai,Amarelo,Emerson dos Santos da Silva,Zagueiro,65
5079,Chapecoense,Amarelo,Neném,,65
5079,Chapecoense,Amarelo,Wagner Ricardo Silva da Silva,Meio-campo,44
5080,Atletico-MG,Amarelo,Carlos Júnior,Meio-campo,52
5080,Coritiba,Amarelo,Luccas Claro,Zagueiro,76
5080,Coritiba,Amarelo,Welinton,Zagueiro,45+1
5080,Coritiba,Amarelo,Lúcio Flávio,Meio-campo,23
5081,Joinville,Amarelo,Guti,Zagueiro,34
5081,Flamengo,Amarelo,Héctor Canteros,Meio-campo,90
5082,Gremio,Amarelo,Rafael Galhardo,Zagueiro,85
5082,Gremio,Amarelo,Walace,Meio-campo,40
5082,Gremio,Amarelo,Luan Guilherme de Jesus Vieira,Meio-campo,3
5082,Cruzeiro,Amarelo,Marcos Vinícius de Jesus Araújo,,71
5082,Cruzeiro,Amarelo,Bruno Rodrigo,Zagueiro,68
5082,Cruzeiro,Amarelo,Leandro Damião,Atacante,40
5083,Athletico-PR,Amarelo,Ytalo José dos Santos,Meio-campo,56
5077,Internacional,Vermelho,Leonardo Moreira Morais,Zagueiro,90+1
5078,Avai,Vermelho,Antonio Carlos Capocasali,Zagueiro,90+4
5077,Sport,Amarelo,André Felipe Ribeiro de Souza,Atacante,59
5077,Internacional,Amarelo,Geferson Cerqueira Teles,Zagueiro,54
5078,Vasco,Amarelo,Rodrigo Baldasso da Costa,Zagueiro,75
5078,Vasco,Amarelo,Christianno,Zagueiro,45
5078,Avai,Amarelo,André Lima,Atacante,45+1
5079,Chapecoense,Amarelo,William Barbio,,63
5080,Atletico-MG,Amarelo,Douglas Santos,Zagueiro,84
5080,Atletico-MG,Amarelo,Leonardo Silva,Zagueiro,50
5080,Coritiba,Amarelo,Alan Santos da Silva,Meio-campo,45+2
5080,Coritiba,Amarelo,Thiago Galhardo,Meio-campo,38
5081,Joinville,Amarelo,Douglas da Silva,Zagueiro,83
5081,Joinville,Amarelo,Anselmo de Moraes,Meio-campo,28
5081,Flamengo,Amarelo,Jonas Gomes de Sousa,Meio-campo,45+2
5082,Gremio,Amarelo,Pedro Geromel,Zagueiro,57
5082,Gremio,Amarelo,Maicon,Meio-campo,25
5082,Cruzeiro,Amarelo,Mayke,Zagueiro,73
5082,Cruzeiro,Amarelo,Willian Gomes de Siqueira,Meio-campo,68
5082,Cruzeiro,Amarelo,Willians Domingos Fernandes,Meio-campo,55
5083,Athletico-PR,Amarelo,Nikão,Meio-campo,90+3
5078,Vasco,Vermelho,Rafael Silva dos Santos,,90+4
5084,Ponte Preta,Amarelo,Renato Cajá,Meio-campo,81
5085,Figueirense,Amarelo,Rafael Bastos,Meio-campo,66
5085,Goias,Amarelo,Bruno Henrique,Atacante,90+4
5086,Fluminense,Amarelo,Gerson Santos da Silva,Meio-campo,61
5086,Santos,Amarelo,Daniel Guedes,Zagueiro,63
5086,Santos,Amarelo,Werley Ananias da Silva,Zagueiro,27
5084,Corinthians,Amarelo,Jadson,Meio-campo,90+4
5084,Ponte Preta,Amarelo,Fernando Paixão da Silva,Meio-campo,38
5085,Figueirense,Amarelo,Clayton da Silveira da Silva,Atacante,35
5085,Goias,Amarelo,Rafael Forster,,37
5086,Fluminense,Amarelo,Wagner Ferreira dos Santos,Meio-campo,48
5086,Santos,Amarelo,Thiago Maia,Meio-campo,36
5085,Figueirense,Vermelho,Clayton da Silveira da Silva,Atacante,83
5087,Joinville,Amarelo,Guti,Zagueiro,15
5088,Chapecoense,Amarelo,Bruno Rangel,Atacante,42
5088,Vasco,Amarelo,Pablo Guiñazú,Meio-campo,63
5089,Athletico-PR,Amarelo,Natanael Batista Pimenta,Zagueiro,62
5088,Vasco,Vermelho,Jhon Cley,,79
5089,Athletico-PR,Vermelho,Walter Henrique da Silva,Atacante,90
5087,Coritiba,Amarelo,Hélder,Meio-campo,19
5087,Joinville,Amarelo,Diego Jara Rodrigues,Zagueiro,10
5088,Vasco,Amarelo,Jhon Cley,,76
5089,Athletico-PR,Amarelo,Giovanni Piccolomo,,80
5088,Vasco,Vermelho,Christianno,Zagueiro,47
5095,Flamengo,Amarelo,Emerson Sheik,Atacante,65
5095,Figueirense,Amarelo,Dudu,,79
5096,Internacional,Amarelo,Andrés D'Alessandro,Meio-campo,41
5096,Atletico-MG,Amarelo,Leandro Donizete,Meio-campo,54
5090,Avai,Amarelo,Jubal Rocha Mendes Júnior,Zagueiro,90+1
5090,Avai,Amarelo,Jeci,Zagueiro,84
5090,Avai,Amarelo,Eduardo Neto,Meio-campo,14
5090,Sport,Amarelo,Diego Souza,Meio-campo,77
5091,Goias,Amarelo,Alex Alves Cardoso,Zagueiro,35
5091,Corinthians,Amarelo,Bruno Henrique Corsini,Meio-campo,65
5092,Fluminense,Amarelo,Gustavo Scarpa,,77
5093,Santos,Amarelo,David Braz,Zagueiro,58
5093,Santos,Amarelo,Geuvânio,Meio-campo,27
5093,Gremio,Amarelo,Walace,Meio-campo,90
5094,Ponte Preta,Amarelo,Vitor Xavier,Meio-campo,54
5094,Palmeiras,Amarelo,Eduardo Pereira Rodrigues,Meio-campo,56
5094,Palmeiras,Amarelo,Lucas Rios Marques,Zagueiro,35
5093,Santos,Vermelho,Geuvânio,Meio-campo,28
5095,Flamengo,Amarelo,Alan Patrick,Meio-campo,48
5095,Figueirense,Amarelo,Roberto Cereceda,Zagueiro,67
5096,Atletico-MG,Amarelo,Edcarlos,Zagueiro,90
5096,Atletico-MG,Amarelo,Carlos César Neves,Zagueiro,27
5090,Avai,Amarelo,William Júnior Salles de Lima Souza,Atacante,90+4
5090,Avai,Amarelo,Vagner Antônio Brandalise,Goleiro,88
5090,Avai,Amarelo,Anderson Lopes,Atacante,72
5090,Sport,Amarelo,Régis,,81
5091,Goias,Amarelo,Fred,Zagueiro,63
5091,Corinthians,Amarelo,Fagner,Zagueiro,90+3
5092,Sao Paulo,Amarelo,Édson José da Silva,Zagueiro,30
5092,Fluminense,Amarelo,Edson Felipe da Cruz,Meio-campo,1
5093,Santos,Amarelo,Caju,Zagueiro,33
5093,Santos,Amarelo,Gabriel Barbosa,Meio-campo,26
5094,Ponte Preta,Amarelo,Pablo Castro,Zagueiro,90+2
5094,Ponte Preta,Amarelo,Cesinha,Atacante,37
5094,Palmeiras,Amarelo,Victor Ramos,Zagueiro,52
5095,Flamengo,Amarelo,Marcelo Cirino da Silva,Meio-campo,66
5090,Avai,Vermelho,Eduardo Neto,Meio-campo,90+5
5096,Internacional,Vermelho,Anderson Luís de Abreu Oliveira,Meio-campo,62
5097,Chapecoense,Amarelo,Wanderson,,89
5097,Gremio,Amarelo,Pedro Rocha Neves,Meio-campo,27
5098,Santos,Amarelo,Daniel Guedes,Zagueiro,51
5099,Coritiba,Amarelo,Norberto Pereira Marinho Neto,,87
5099,Coritiba,Amarelo,Alan Santos da Silva,Meio-campo,55
5099,Ponte Preta,Amarelo,Pablo Castro,Zagueiro,90+2
5099,Ponte Preta,Amarelo,Cesinha,,88
5099,Ponte Preta,Amarelo,Diego Oliveira,Atacante,59
5100,Figueirense,Amarelo,Marcos Roberto da Silva Barbosa,Zagueiro,80
5100,Joinville,Amarelo,Fabrício de Souza,Meio-campo,59
5101,Palmeiras,Amarelo,Egídio de Araújo Pereira Júnior,Zagueiro,56
5101,Avai,Amarelo,André Lima,,86
5101,Avai,Amarelo,Nino Paraíba,Zagueiro,84
5101,Avai,Amarelo,Claudinei Junio de Souza,Meio-campo,27
5102,Atletico-MG,Amarelo,Jemerson de Jesus Nascimento,Zagueiro,79
5102,Sport,Amarelo,Rithely,Meio-campo,41
5103,Internacional,Amarelo,Nicolás Freitas,,46
5103,Flamengo,Amarelo,Marcelo Augusto Mathias da Silva,Zagueiro,71
5104,Vasco,Amarelo,Rodrigo Baldasso da Costa,Zagueiro,82
5104,Vasco,Amarelo,Anderson Salles,Zagueiro,29
5097,Gremio,Amarelo,Braian Rodríguez,,90+4
5098,Santos,Amarelo,Werley Ananias da Silva,Zagueiro,64
5098,Santos,Amarelo,Thiago Maia,Meio-campo,19
5099,Coritiba,Amarelo,Henrique Gelain Custodio,Zagueiro,80
5099,Coritiba,Amarelo,Thiago Galhardo,Meio-campo,41
5099,Ponte Preta,Amarelo,Biro-Biro,Meio-campo,89
5099,Ponte Preta,Amarelo,Renato Cajá,Meio-campo,64
5099,Ponte Preta,Amarelo,Renato de Araújo Chaves Júnior,Zagueiro,32
5100,Joinville,Amarelo,Marinaldo dos Santos Oliveira,Meio-campo,88
5101,Palmeiras,Amarelo,Victor Ramos,Zagueiro,64
5101,Avai,Amarelo,Renan Martins Pereira,Meio-campo,88
5101,Avai,Amarelo,Roberto César Zardin Rodrigues,,84
5101,Avai,Amarelo,Emerson dos Santos da Silva,Zagueiro,72
5102,Atletico-MG,Amarelo,Carlos César Neves,Zagueiro,86
5102,Sport,Amarelo,Neto,,90+5
5103,Internacional,Amarelo,Rafael Moura,,75
5103,Internacional,Amarelo,Geferson Cerqueira Teles,Zagueiro,37
5103,Flamengo,Amarelo,Jorge Marco de Oliveira Moraes,Zagueiro,27
5104,Vasco,Amarelo,Madson,Zagueiro,68
5105,Athletico-PR,Amarelo,Hernani Azevedo Junior,Meio-campo,90+1
5106,Fluminense,Amarelo,Victor Oliveira,Zagueiro,82
5106,Cruzeiro,Amarelo,Willians Domingos Fernandes,Meio-campo,73
5105,Corinthians,Amarelo,Felipe Augusto de Almeida Monteiro,Zagueiro,49
5105,Athletico-PR,Amarelo,Nikão,Meio-campo,49
5106,Fluminense,Amarelo,Fred,Atacante,59
5106,Cruzeiro,Amarelo,Paulo André,Zagueiro,21
5107,Santos,Amarelo,Paulo Ricardo Ferreira,Meio-campo,41
5107,Figueirense,Amarelo,Fabinho,Meio-campo,57
5107,Figueirense,Amarelo,Roberto Cereceda,Zagueiro,33
5108,Gremio,Amarelo,Walace,Meio-campo,38
5108,Vasco,Amarelo,Andrezinho,Meio-campo,81
5109,Ponte Preta,Amarelo,Biro-Biro,Meio-campo,78
5109,Atletico-MG,Amarelo,Giovanni Augusto,Meio-campo,54
5107,Figueirense,Amarelo,Leandro Silva,Zagueiro,80
5107,Figueirense,Amarelo,Rafael Bastos,Meio-campo,45+2
5107,Figueirense,Amarelo,Yago Rocha,Meio-campo,28
5108,Vasco,Amarelo,Sérgio Antônio Borges Júnior,Meio-campo,90+2
5108,Vasco,Amarelo,Pablo Guiñazú,Meio-campo,24
5109,Atletico-MG,Amarelo,Leandro Donizete,Meio-campo,56
5109,Atletico-MG,Amarelo,Carlos César Neves,Zagueiro,18
5110,Sao Paulo,Amarelo,Luís Fabiano,Atacante,50
5110,Coritiba,Amarelo,Henrique Gelain Custodio,Zagueiro,54
5111,Joinville,Amarelo,Dankler,Zagueiro,90+4
5111,Joinville,Amarelo,Fabrício de Souza,Meio-campo,45+1
5111,Internacional,Amarelo,Eduardo Sasha,,83
5111,Internacional,Amarelo,Wellington Aparecido Martins,Zagueiro,1
5112,Corinthians,Amarelo,Jadson,Meio-campo,30
5113,Fluminense,Amarelo,Marcos Júnior,Meio-campo,82
5114,Cruzeiro,Amarelo,Mário Sérgio Santos Costa,Meio-campo,72
5114,Goias,Amarelo,Diogo Barbosa,Zagueiro,56
5115,Sport,Amarelo,Jonathan Marlone,Atacante,45+1
5116,Avai,Amarelo,Tauã,,85
5116,Avai,Amarelo,Roberto César Zardin Rodrigues,Meio-campo,40
5116,Chapecoense,Amarelo,Bruno César Pereira da Silva,Meio-campo,17
5110,Coritiba,Amarelo,Luccas Claro,Zagueiro,90+2
5110,Coritiba,Amarelo,Leandro Silva,Zagueiro,2
5111,Joinville,Amarelo,Marion Silva Fernandes,Atacante,67
5111,Joinville,Amarelo,Everton Kempes dos Santos Gonçalves,Atacante,24
5111,Internacional,Amarelo,Muriel Becker,Goleiro,76
5112,Corinthians,Amarelo,Renato Augusto,Meio-campo,66
5113,Athletico-PR,Amarelo,Natanael Batista Pimenta,Zagueiro,50
5113,Fluminense,Amarelo,Edson Felipe da Cruz,Meio-campo,23
5114,Cruzeiro,Amarelo,Leonardo Renan Simões de Lacerda,Zagueiro,36
5115,Sport,Amarelo,Renê Rodrigues Martins,Zagueiro,58
5115,Palmeiras,Amarelo,Jackson de Souza,Zagueiro,36
5116,Avai,Amarelo,Romário Guilherme dos Santos,Zagueiro,43
5116,Avai,Amarelo,Éverton Silva,Zagueiro,37
5116,Chapecoense,Amarelo,Dener Assunção Braz,Zagueiro,16
5117,Internacional,Amarelo,José Mário de Bona,Zagueiro,33
5118,Flamengo,Amarelo,Emerson Sheik,Meio-campo,40
5118,Gremio,Amarelo,Maicon,Meio-campo,76
5118,Gremio,Amarelo,Marcelo Hermes,Zagueiro,45+4
5119,Corinthians,Amarelo,Carlos Gilberto do Nascimento Silva,Zagueiro,67
5117,Goias,Amarelo,Guilherme Gimenez de Souza,Zagueiro,84
5118,Gremio,Amarelo,Marcelo Grohe,Goleiro,80
5118,Gremio,Amarelo,Pedro Geromel,Zagueiro,58
5118,Gremio,Amarelo,Pedro Rocha Neves,Meio-campo,40
5119,Atletico-MG,Amarelo,Thiago Ribeiro,Meio-campo,59
5120,Athletico-PR,Amarelo,Sidcley Ferreira Pereira,Zagueiro,86
5120,Chapecoense,Amarelo,Hélio Hermito Zampier Neto,Zagueiro,82
5120,Chapecoense,Amarelo,Wanderson,Meio-campo,28
5121,Coritiba,Amarelo,Negueba,,77
5122,Sport,Amarelo,Renê Rodrigues Martins,Zagueiro,47
5122,Sao Paulo,Amarelo,Paulo Henrique Ganso,Meio-campo,50
5123,Fluminense,Amarelo,Gerson Santos da Silva,Meio-campo,68
5123,Vasco,Amarelo,Jordi,Goleiro,82
5123,Vasco,Amarelo,Jhon Cley,Meio-campo,64
5123,Vasco,Amarelo,Anderson Salles,Meio-campo,14
5124,Palmeiras,Amarelo,Arouca,Meio-campo,45+3
5124,Santos,Amarelo,Neto Berola,,90+5
5124,Santos,Amarelo,Ricardo Oliveira,Atacante,30
5125,Avai,Amarelo,Éverton Silva,,90+1
5125,Avai,Amarelo,Romário Guilherme dos Santos,Zagueiro,68
5126,Joinville,Amarelo,Anselmo de Moraes,Meio-campo,73
5126,Ponte Preta,Amarelo,Pablo Castro,Zagueiro,83
5126,Ponte Preta,Amarelo,Gilson Gomes do Nascimento,Zagueiro,34
5122,Sao Paulo,Vermelho,Luís Fabiano,,84
5120,Athletico-PR,Amarelo,Caique da Silva Santos,,75
5120,Chapecoense,Amarelo,Roger Rodrigues da Silva,Atacante,42
5121,Figueirense,Amarelo,Ricardo de Souza Silva,Meio-campo,23
5121,Coritiba,Amarelo,Lúcio Flávio,Meio-campo,72
5122,Sao Paulo,Amarelo,Luís Fabiano,,73
5123,Fluminense,Amarelo,Marcos Júnior,Meio-campo,90+3
5123,Vasco,Amarelo,Sérgio Antônio Borges Júnior,Meio-campo,86
5123,Vasco,Amarelo,Dagoberto Pelentier,Meio-campo,72
5123,Vasco,Amarelo,Christianno,Zagueiro,20
5124,Palmeiras,Amarelo,Egídio de Araújo Pereira Júnior,Zagueiro,70
5124,Palmeiras,Amarelo,Leandro Almeida,Zagueiro,32
5124,Santos,Amarelo,Werley Ananias da Silva,Zagueiro,59
5125,Cruzeiro,Amarelo,Mário Sérgio Santos Costa,Meio-campo,46
5125,Avai,Amarelo,André Lima,,80
5126,Joinville,Amarelo,Guti,Zagueiro,81
5126,Ponte Preta,Amarelo,Cesinha,,90+3
5126,Ponte Preta,Amarelo,Fernando Paixão da Silva,Meio-campo,56
5126,Ponte Preta,Amarelo,Renato de Araújo Chaves Júnior,Zagueiro,31
5122,Sao Paulo,Vermelho,Paulo Henrique Ganso,Meio-campo,82
5127,Avai,Amarelo,Roberto César Zardin Rodrigues,Meio-campo,53
5127,Avai,Amarelo,Tauã,Meio-campo,38
5127,Athletico-PR,Amarelo,Crysan,Atacante,30
5129,Atletico-MG,Amarelo,Rafael de Souza Pereira,Meio-campo,45+1
5129,Figueirense,Amarelo,Yago Rocha,,86
5129,Figueirense,Amarelo,Dudu,Meio-campo,45+1
5127,Avai,Amarelo,Pablo de Barros,Meio-campo,52
5127,Athletico-PR,Amarelo,Carlos Eduardo Santos Oliveira,Zagueiro,41
5127,Athletico-PR,Amarelo,Sidcley Ferreira Pereira,Zagueiro,18
5129,Atletico-MG,Amarelo,Jesús Dátolo,Meio-campo,38
5129,Figueirense,Amarelo,Leandro Silva,Zagueiro,47
5129,Figueirense,Amarelo,Saimon Pains Tormen,Zagueiro,14
5133,Coritiba,Amarelo,Rafhael Lucas,Atacante,70
5133,Corinthians,Amarelo,Ralf de Souza Teles,,88
5133,Corinthians,Amarelo,Cássio Ramos,Goleiro,66
5135,Goias,Amarelo,Carlos Eduardo Ferreira de Souza,,84
5135,Flamengo,Amarelo,Paolo Guerrero,Atacante,56
5136,Vasco,Amarelo,Dagoberto Pelentier,Meio-campo,20
5136,Palmeiras,Amarelo,Victor Ramos,Zagueiro,90+2
5130,Chapecoense,Amarelo,Bruno César Pereira da Silva,Meio-campo,90+1
5130,Fluminense,Amarelo,Antônio Carlos dos Santos Aguiar,Zagueiro,89
5130,Fluminense,Amarelo,Jean Raphael Vanderlei Moreira,Meio-campo,45+2
5131,Santos,Amarelo,José Carlos Cracco Neto,Zagueiro,51
5131,Joinville,Amarelo,Fabrício de Souza,Meio-campo,14
5132,Ponte Preta,Amarelo,Gilson Gomes do Nascimento,Zagueiro,45
5132,Internacional,Amarelo,Nicolás Freitas,,55
5130,Fluminense,Vermelho,Lucas Gomes,,90+5
5133,Coritiba,Amarelo,Leandro Silva,Zagueiro,28
5133,Corinthians,Amarelo,Felipe Augusto de Almeida Monteiro,Zagueiro,85
5134,Cruzeiro,Amarelo,Fabrício dos Santos Silva,Zagueiro,90+3
5135,Goias,Amarelo,Diogo Barbosa,Zagueiro,76
5136,Vasco,Amarelo,Madson,Zagueiro,86
5136,Vasco,Amarelo,Rodrigo Baldasso da Costa,Zagueiro,10
5130,Chapecoense,Amarelo,Cléber Santana,Meio-campo,42
5130,Fluminense,Amarelo,Edson Felipe da Cruz,Meio-campo,76
5131,Santos,Amarelo,David Braz,Zagueiro,67
5131,Joinville,Amarelo,Anselmo de Moraes,Meio-campo,64
5132,Ponte Preta,Amarelo,Biro-Biro,Meio-campo,78
5132,Internacional,Amarelo,Geferson Cerqueira Teles,Zagueiro,68
5133,Coritiba,Amarelo,Evandro da Silva,,75
5137,Vasco,Amarelo,Luan Garcia Teixeira,Zagueiro,70
5138,Sao Paulo,Amarelo,Thiago Henrique Mendes Ribeiro,Meio-campo,88
5137,Vasco,Amarelo,Christianno,Zagueiro,87
5137,Vasco,Amarelo,Sérgio Antônio Borges Júnior,Meio-campo,27
5139,Fluminense,Amarelo,Ronaldinho Gaúcho,Atacante,73
5139,Gremio,Amarelo,Rafael Galhardo,Zagueiro,81
5139,Fluminense,Amarelo,Jean Raphael Vanderlei Moreira,Meio-campo,83
5139,Fluminense,Amarelo,Henrique Souza,Zagueiro,34
5139,Gremio,Amarelo,Walace,Meio-campo,16
5139,Gremio,Vermelho,Walace,Meio-campo,50
5140,Coritiba,Amarelo,Ruy Franco de Almeida Junior,Meio-campo,67
5140,Coritiba,Amarelo,Hélder,,39
5140,Goias,Amarelo,Fred,Zagueiro,90+5
5140,Goias,Amarelo,Erik Nascimento de Lima,Atacante,73
