partida_id,clube,chutes,posse_de_bola,passes,precisao_passes,faltas,impedimentos,escanteios
5276,Palmeiras,10,0.52,336,,17,2,7
5277,Atletico-MG,20,0.59,488,,14,3,5
5277,Internacional,6,0.41,352,,11,2,3
5278,Sport,13,0.59,517,,8,2,9
5278,Avai,7,0.41,375,,16,1,0
5279,Joinville,13,0.42,293,,23,0,4
5279,Coritiba,13,0.58,407,,16,4,4
5280,Figueirense,15,0.33,228,,14,1,4
5280,Flamengo,11,0.67,479,,10,2,3
5281,Palmeiras,16,0.59,404,,18,1,8
5281,Ponte Preta,9,0.41,306,,17,0,6
5282,Fluminense,7,0.42,340,,16,1,3
5282,Sao Paulo,10,0.58,462,,21,2,5
5283,Athletico-PR,5,0.51,384,,20,3,0
5283,Cruzeiro,19,0.49,365,,7,5,11
5284,Vasco,12,0.57,388,,16,2,8
5284,Chapecoense,10,0.43,306,,19,1,0
5285,Corinthians,17,0.63,620,,9,3,6
5285,Goias,13,0.37,367,,10,6,4
5286,Gremio,14,0.49,462,,14,0,9
5286,Santos,12,0.51,474,,4,1,11
5287,Avai,11,0.54,379,,14,2,1
5287,Palmeiras,17,0.46,330,,29,1,5
5288,Joinville,14,0.45,280,,24,4,5
5288,Figueirense,14,0.55,348,,16,2,3
5289,Ponte Preta,17,0.46,369,,30,2,6
5289,Coritiba,9,0.54,428,,27,2,2
5290,Cruzeiro,21,0.49,426,,13,1,7
5290,Fluminense,6,0.51,430,,14,0,3
5291,Athletico-PR,11,0.56,470,,11,5,7
5291,Corinthians,12,0.44,389,,12,1,5
5292,Flamengo,17,0.63,459,,19,0,5
5292,Internacional,8,0.37,286,,24,0,1
5293,Sao Paulo,17,0.48,401,,11,3,4
5293,Vasco,16,0.52,427,,16,2,7
5294,Gremio,15,0.57,489,,17,2,5
5294,Chapecoense,21,0.43,369,,13,1,3
5295,Santos,16,0.61,559,,9,4,3
5295,Goias,10,0.39,374,,8,1,1
5296,Sport,11,0.44,429,,13,1,4
5296,Atletico-MG,7,0.56,545,,8,1,7
5297,Fluminense,20,0.54,478,,4,2,7
5297,Athletico-PR,12,0.46,427,,21,1,5
5298,Internacional,15,0.62,461,,11,5,4
5298,Joinville,9,0.38,279,,18,1,4
5299,Figueirense,16,0.38,281,,24,3,4
5299,Santos,8,0.62,485,,20,1,4
5300,Palmeiras,14,0.53,452,,15,1,11
5300,Sport,9,0.47,433,,9,1,1
5301,Corinthians,8,0.56,509,,19,1,1
5301,Flamengo,8,0.44,397,,20,6,6
5302,Coritiba,12,0.4,344,,17,2,3
5302,Sao Paulo,15,0.6,525,,21,1,3
5303,Chapecoense,10,0.53,397,,17,1,2
5303,Avai,12,0.47,367,,16,1,4
5304,Vasco,20,0.53,454,,12,4,3
5304,Gremio,11,0.47,416,,16,4,9
5305,Goias,17,0.44,363,,14,0,8
5305,Cruzeiro,15,0.56,485,,11,0,5
5306,Atletico-MG,17,0.59,552,,15,0,6
5306,Ponte Preta,7,0.41,409,,12,2,5
5307,Sao Paulo,16,0.57,541,,10,3,4
5307,Sport,9,0.43,415,,15,2,2
5308,Avai,10,0.51,315,,16,1,4
5308,Cruzeiro,15,0.49,325,,16,0,3
5309,Ponte Preta,2,0.51,354,,20,2,7
5309,Joinville,11,0.49,330,,17,0,4
5310,Coritiba,11,0.64,424,,13,3,7
5310,Figueirense,6,0.36,247,,29,2,6
5311,Chapecoense,17,0.56,402,,13,2,7
5311,Athletico-PR,5,0.44,341,,12,1,4
5312,Santos,13,0.46,281,,15,6,6
5312,Palmeiras,8,0.54,325,,18,3,4
5313,Gremio,11,0.52,506,,12,0,6
5313,Flamengo,6,0.48,474,,12,1,1
5314,Atletico-MG,16,0.59,497,,11,5,11
5314,Corinthians,9,0.41,363,,15,1,2
5315,Vasco,13,0.48,444,,18,0,13
5315,Fluminense,14,0.52,472,,22,2,5
5316,Goias,14,0.34,267,,16,3,4
5316,Internacional,14,0.66,520,,12,2,5
5317,Internacional,11,0.55,439,,20,0,4
5317,Ponte Preta,13,0.45,360,,20,4,6
5318,Corinthians,10,0.67,698,,5,1,6
5318,Coritiba,10,0.33,331,,17,2,7
5319,Athletico-PR,18,0.59,467,,21,1,7
5319,Avai,21,0.41,322,,10,1,4
5320,Fluminense,13,0.6,522,,12,3,6
5320,Chapecoense,18,0.4,351,,14,2,5
5321,Palmeiras,15,0.57,422,,29,1,8
5321,Vasco,9,0.43,333,,13,3,2
5322,Flamengo,13,0.65,581,,16,4,5
5322,Goias,11,0.35,323,,14,1,2
5323,Cruzeiro,18,0.44,446,,5,4,6
5323,Sao Paulo,13,0.56,577,,12,0,2
5324,Figueirense,13,0.31,243,,14,4,10
5324,Atletico-MG,13,0.69,562,,13,2,6
5325,Joinville,9,0.55,237,,22,3,11
5325,Santos,11,0.45,203,,19,8,7
5326,Sport,13,0.48,426,,8,1,8
5326,Gremio,8,0.52,460,,16,2,4
5327,Cruzeiro,21,0.47,369,,13,3,13
5327,Sport,15,0.53,410,,15,3,13
5328,Goias,12,0.62,484,,20,4,5
5328,Coritiba,11,0.38,316,,18,0,3
5329,Ponte Preta,13,0.68,534,,18,3,5
5329,Figueirense,7,0.32,262,,24,2,1
5330,Avai,11,0.4,265,,12,1,6
5330,Joinville,14,0.6,392,,13,0,8
5331,Athletico-PR,14,0.47,363,,13,5,1
5331,Palmeiras,12,0.53,395,,15,4,4
5332,Gremio,21,0.63,499,,20,3,9
5332,Fluminense,8,0.37,293,,21,2,4
5333,Chapecoense,18,0.43,318,,16,4,9
5333,Internacional,11,0.57,433,,14,7,3
5334,Sao Paulo,18,0.45,418,,7,3,5
5334,Atletico-MG,10,0.55,516,,9,4,5
5335,Santos,13,0.59,471,,20,2,6
5335,Flamengo,11,0.41,327,,11,1,3
5336,Vasco,14,0.4,305,,12,6,8
5336,Corinthians,14,0.6,442,,15,0,6
5337,Palmeiras,10,0.51,438,,20,1,1
5337,Cruzeiro,15,0.49,433,,13,2,2
5338,Joinville,21,0.54,338,,21,3,7
5338,Vasco,8,0.46,306,,10,1,9
5339,Atletico-MG,18,0.73,629,,16,3,6
5339,Goias,12,0.27,242,,12,1,2
5340,Internacional,13,0.43,322,,21,2,6
5340,Gremio,11,0.57,419,,13,0,4
5341,Figueirense,14,0.51,400,,13,3,4
5341,Chapecoense,6,0.49,397,,15,1,5
5342,Corinthians,13,0.51,459,,10,0,3
5342,Sao Paulo,19,0.49,441,,10,3,9
5343,Flamengo,15,0.59,501,,19,0,8
5343,Ponte Preta,12,0.41,360,,23,2,3
5344,Fluminense,9,0.56,515,,11,2,5
5344,Avai,13,0.44,400,,6,2,5
5345,Coritiba,10,0.37,282,,13,2,3
5345,Santos,8,0.63,480,,21,1,5
5346,Sport,20,0.54,461,,10,3,10
5346,Athletico-PR,7,0.46,411,,20,2,5
5347,Sao Paulo,19,0.65,526,,16,0,4
5347,Figueirense,12,0.35,289,,26,6,2
5348,Fluminense,8,0.43,369,,13,0,3
5348,Internacional,14,0.57,486,,20,1,3
5349,Avai,10,0.48,333,,19,0,8
5349,Ponte Preta,4,0.52,371,,27,1,2
5350,Sport,13,0.45,399,,14,4,8
5350,Corinthians,8,0.55,484,,17,2,4
5351,Cruzeiro,21,0.57,504,,12,2,3
5351,Joinville,4,0.43,387,,13,1,2
5352,Gremio,4,0.43,397,,10,3,3
5352,Atletico-MG,15,0.57,522,,11,0,3
5353,Chapecoense,11,0.66,438,,17,0,4
5353,Goias,14,0.34,234,,17,2,3
5354,Vasco,16,0.47,307,,14,1,10
5354,Santos,9,0.53,349,,12,3,2
5355,Palmeiras,6,0.7,495,,22,4,6
5355,Coritiba,7,0.3,225,,27,4,2
5356,Athletico-PR,17,0.4,372,,16,2,2
5356,Flamengo,10,0.6,546,,14,1,4
5357,Internacional,13,0.51,381,,11,4,9
5357,Cruzeiro,6,0.49,399,,13,2,3
5358,Flamengo,15,0.65,559,,16,1,1
5358,Palmeiras,14,0.35,304,,20,4,5
5359,Figueirense,17,0.39,262,,16,0,7
5359,Fluminense,8,0.61,421,,18,1,5
5360,Santos,12,0.49,440,,10,4,7
5360,Athletico-PR,15,0.51,442,,10,3,5
5361,Ponte Preta,14,0.48,358,,21,4,9
5361,Sport,4,0.52,402,,12,2,5
5362,Goias,6,0.36,309,,12,1,2
5362,Sao Paulo,6,0.64,540,,21,0,3
5363,Corinthians,14,0.78,761,,11,2,4
5363,Avai,11,0.22,216,,14,1,2
5364,Atletico-MG,14,0.6,553,,7,2,5
5364,Chapecoense,10,0.4,364,,11,0,4
5365,Joinville,13,0.54,341,,12,3,7
5365,Gremio,7,0.46,314,,13,3,4
5366,Coritiba,6,0.47,295,,20,1,4
5366,Vasco,7,0.53,327,,15,3,3
5367,Palmeiras,12,0.65,577,,14,2,8
5367,Athletico-PR,4,0.35,316,,17,0,1
5368,Flamengo,11,0.56,553,,18,2,4
5368,Sport,1,0.44,437,,15,3,4
5369,Atletico-MG,23,0.4,361,,18,3,4
5369,Santos,12,0.6,517,,12,5,2
5370,Coritiba,15,0.51,444,,19,1,5
5370,Cruzeiro,6,0.49,442,,23,4,0
5371,Santa Cruz,7,0.38,227,,11,6,6
5371,Vitoria,11,0.62,380,,17,1,1
5372,Botafogo-RJ,11,0.67,590,,7,3,7
5372,Sao Paulo,6,0.33,310,,10,3,4
5373,Figueirense,13,0.54,376,,8,1,6
5373,Ponte Preta,20,0.46,332,,21,1,9
5374,Corinthians,15,0.61,579,,12,2,10
5374,Gremio,6,0.39,391,,20,3,2
5375,America-MG,17,0.39,317,,8,2,8
5375,Fluminense,14,0.61,490,,9,4,15
5376,Internacional,12,0.69,494,,14,1,9
5376,Chapecoense,6,0.31,227,,20,1,4
5377,Ponte Preta,11,0.34,268,,21,3,4
5377,Palmeiras,11,0.66,497,,16,3,6
5378,Fluminense,15,0.58,462,,20,0,6
5378,Santa Cruz,10,0.42,341,,23,0,5
5379,Cruzeiro,17,0.7,533,,11,1,5
5379,Figueirense,13,0.3,229,,14,1,4
5380,Santos,12,0.59,622,,12,6,2
5380,Coritiba,4,0.41,451,,15,3,1
5381,Athletico-PR,9,0.42,391,,18,1,5
5381,Atletico-MG,25,0.58,523,,7,3,14
5382,Vitoria,10,0.34,270,,20,5,5
5382,Corinthians,13,0.66,529,,24,3,5
5383,Chapecoense,18,0.62,495,,12,3,6
5383,America-MG,9,0.38,313,,26,1,2
5384,Sao Paulo,17,0.54,406,,11,0,11
5384,Internacional,12,0.46,362,,16,2,5
5385,Gremio,20,0.44,434,,17,4,11
5385,Flamengo,14,0.56,535,,8,4,5
5386,Sport,13,0.56,537,,14,1,10
5386,Botafogo-RJ,19,0.44,443,,10,5,1
5387,Figueirense,13,0.46,403,,21,2,7
5387,Santos,8,0.54,484,,12,1,2
5388,Botafogo-RJ,10,0.34,333,,8,5,3
5388,Athletico-PR,16,0.66,645,,12,1,5
5389,Flamengo,8,0.63,536,,10,3,2
5389,Chapecoense,12,0.37,318,,24,3,5
5390,America-MG,12,0.54,420,,22,1,4
5390,Vitoria,7,0.46,373,,18,3,1
5391,Santa Cruz,9,0.34,282,,16,3,1
5391,Cruzeiro,20,0.66,537,,15,1,7
5392,Palmeiras,15,0.53,390,,20,1,8
5392,Fluminense,14,0.47,360,,12,3,4
5393,Coritiba,13,0.51,419,,18,0,6
5393,Sao Paulo,11,0.49,407,,12,1,3
5394,Corinthians,14,0.58,562,,23,0,5
5394,Ponte Preta,6,0.42,411,,15,1,3
5395,Internacional,11,0.52,430,,14,3,7
5395,Sport,10,0.48,426,,13,1,5
5396,Atletico-MG,15,0.55,530,,8,0,5
5396,Gremio,10,0.45,449,,14,1,4
5397,Cruzeiro,27,0.66,544,,7,1,15
5397,America-MG,6,0.34,293,,9,1,4
5398,Athletico-PR,10,0.48,426,,17,3,7
5398,Figueirense,11,0.52,447,,17,1,5
5399,Chapecoense,17,0.66,527,,16,0,9
5399,Santa Cruz,4,0.34,298,,19,1,1
5400,Ponte Preta,18,0.61,518,,19,1,8
5400,Flamengo,6,0.39,346,,13,1,2
5401,Sport,11,0.56,581,,7,4,8
5401,Corinthians,12,0.44,479,,12,0,1
5402,Fluminense,15,0.44,377,,16,0,2
5402,Botafogo-RJ,6,0.56,459,,17,0,7
5403,Vitoria,16,0.43,342,,21,1,4
5403,Atletico-MG,16,0.57,447,,18,2,5
5404,Sao Paulo,15,0.45,335,,18,3,13
5404,Palmeiras,8,0.55,403,,21,3,2
5405,Gremio,12,0.55,572,,19,1,4
5405,Coritiba,13,0.45,471,,18,4,2
5406,Santos,13,0.49,457,,9,2,5
5406,Internacional,11,0.51,454,,14,0,5
5407,Internacional,9,0.48,418,,30,3,7
5407,Athletico-PR,13,0.52,449,,15,4,4
5408,Corinthians,14,0.67,648,,14,0,7
5408,Santos,3,0.33,331,,14,3,3
5409,Santa Cruz,8,0.52,385,,25,1,6
5409,Sport,17,0.48,368,,15,2,2
5410,Coritiba,19,0.51,387,,17,1,6
5410,Chapecoense,15,0.49,376,,23,1,9
5411,Atletico-MG,17,0.62,593,,16,4,0
5411,Fluminense,11,0.38,373,,19,5,2
5412,Figueirense,17,0.37,257,,16,0,5
5412,Sao Paulo,12,0.63,456,,19,1,5
5413,Botafogo-RJ,5,0.51,419,,11,3,9
5413,Cruzeiro,14,0.49,399,,23,2,7
5414,America-MG,14,0.55,529,,7,5,3
5414,Ponte Preta,13,0.45,433,,15,2,7
5415,Palmeiras,16,0.45,330,,24,3,4
5415,Gremio,11,0.55,415,,19,1,1
5416,Flamengo,17,0.51,391,,14,1,5
5416,Vitoria,5,0.49,384,,18,1,2
5417,Athletico-PR,12,0.61,561,,12,0,4
5417,Santa Cruz,10,0.39,363,,18,0,2
5418,Chapecoense,8,0.45,439,,12,0,2
5418,Fluminense,12,0.55,520,,11,3,3
5419,Corinthians,20,0.76,718,,13,1,11
5419,Coritiba,6,0.24,238,,12,3,3
5420,America-MG,18,0.51,354,,20,1,9
5420,Figueirense,13,0.49,374,,14,2,2
5421,Santos,7,0.53,499,,12,2,7
5421,Botafogo-RJ,11,0.47,441,,12,1,5
5422,Vitoria,11,0.4,270,,16,1,2
5422,Internacional,10,0.6,386,,19,1,5
5423,Sport,12,0.52,502,,10,2,2
5423,Atletico-MG,10,0.48,477,,17,2,4
5424,Flamengo,7,0.38,310,,11,1,2
5424,Palmeiras,15,0.62,479,,12,1,7
5425,Gremio,27,0.72,662,,14,0,10
5425,Ponte Preta,8,0.28,271,,13,0,2
5426,Cruzeiro,12,0.6,541,,12,4,3
5426,Sao Paulo,10,0.4,372,,9,3,5
5427,Internacional,12,0.51,464,,16,1,3
5427,America-MG,19,0.49,432,,15,1,9
5428,Ponte Preta,10,0.6,461,,22,0,9
5428,Chapecoense,7,0.4,312,,22,1,3
5429,Fluminense,26,0.61,548,,9,1,6
5429,Gremio,6,0.39,384,,10,0,1
5430,Sao Paulo,13,0.62,546,,12,1,4
5430,Athletico-PR,6,0.38,337,,17,2,4
5431,Coritiba,18,0.55,411,,18,4,7
5431,Sport,9,0.45,358,,26,1,0
5432,Botafogo-RJ,13,0.52,358,,20,5,6
5432,Vitoria,18,0.48,338,,18,1,8
5433,Atletico-MG,12,0.69,489,,15,4,7
5433,Cruzeiro,11,0.31,229,,15,1,4
5434,Palmeiras,16,0.51,368,,19,3,2
5434,Corinthians,8,0.49,373,,18,2,2
5435,Figueirense,8,0.37,282,,17,1,4
5435,Flamengo,16,0.63,474,,17,0,4
5436,Santa Cruz,16,0.48,451,,19,0,6
5436,Santos,12,0.52,501,,11,0,3
5437,Sao Paulo,10,0.55,422,,22,5,3
5437,Vitoria,10,0.45,357,,22,2,2
5438,Chapecoense,8,0.46,376,,19,0,7
5438,Gremio,17,0.54,452,,15,0,5
5439,Ponte Preta,12,0.53,498,,9,2,4
5439,Athletico-PR,9,0.47,449,,15,0,4
5440,Santos,20,0.61,617,,10,2,9
5440,Sport,12,0.39,398,,10,0,5
5441,Santa Cruz,12,0.54,424,,25,3,9
5441,Figueirense,8,0.46,396,,8,0,3
5442,Botafogo-RJ,22,0.46,434,,17,2,5
5442,America-MG,10,0.54,481,,20,1,2
5443,Coritiba,9,0.39,291,,14,1,6
5443,Palmeiras,9,0.61,462,,19,2,4
5444,Cruzeiro,15,0.62,538,,9,0,9
5444,Flamengo,9,0.38,336,,9,4,5
5445,Internacional,12,0.45,399,,23,6,7
5445,Atletico-MG,15,0.55,494,,12,1,5
5446,Fluminense,12,0.43,410,,12,5,4
5446,Corinthians,16,0.57,547,,7,1,9
5447,Palmeiras,22,0.6,521,,18,2,2
5447,Santa Cruz,13,0.4,349,,24,0,3
5448,Athletico-PR,10,0.33,323,,16,1,3
5448,Santos,7,0.67,652,,7,2,5
5449,America-MG,17,0.49,395,,17,3,3
5449,Coritiba,15,0.51,415,,12,1,3
5450,Vitoria,25,0.52,344,,20,2,11
5450,Chapecoense,10,0.48,336,,18,2,2
5451,Atletico-MG,20,0.53,488,,9,1,10
5451,Ponte Preta,9,0.47,445,,17,1,3
5452,Corinthians,12,0.61,562,,15,1,4
5452,Botafogo-RJ,10,0.39,363,,15,4,6
5453,Flamengo,30,0.62,501,,9,0,14
5453,Sao Paulo,8,0.38,315,,19,1,2
5454,Figueirense,16,0.41,277,,16,4,7
5454,Internacional,19,0.59,370,,15,0,12
5455,Sport,10,0.35,345,,12,2,2
5455,Fluminense,19,0.65,617,,12,4,7
5456,Gremio,17,0.56,572,,13,4,5
5456,Cruzeiro,7,0.44,453,,16,2,1
5457,Palmeiras,21,0.68,663,,6,4,6
5457,America-MG,11,0.32,316,,8,1,4
5458,Ponte Preta,15,0.64,473,,11,3,12
5458,Cruzeiro,7,0.36,294,,14,0,2
5459,Botafogo-RJ,20,0.65,513,,12,5,14
5459,Figueirense,9,0.35,296,,14,0,1
5460,Santa Cruz,14,0.48,427,,13,2,7
5460,Flamengo,9,0.52,483,,12,2,3
5461,Fluminense,22,0.52,501,,9,0,4
5461,Santos,17,0.48,479,,11,3,3
5462,Atletico-MG,9,0.49,456,,24,4,3
5462,Corinthians,10,0.51,479,,11,2,2
5463,Chapecoense,11,0.51,315,,16,3,5
5463,Athletico-PR,13,0.49,305,,17,3,5
5464,Gremio,21,0.63,557,,11,1,2
5464,Vitoria,15,0.37,334,,17,4,3
5465,Sao Paulo,21,0.63,511,,9,2,3
5465,Sport,8,0.37,313,,19,0,3
5466,Coritiba,14,0.56,355,,13,1,7
5466,Internacional,10,0.44,301,,27,1,5
5467,Cruzeiro,20,0.51,390,,13,1,5
5467,Palmeiras,10,0.49,384,,14,3,6
5468,Corinthians,18,0.62,537,,14,2,12
5468,Santa Cruz,9,0.38,338,,16,2,1
5469,America-MG,17,0.58,476,,19,3,2
5469,Atletico-MG,7,0.42,354,,17,5,4
5470,Flamengo,19,0.57,505,,9,0,8
5470,Fluminense,18,0.43,400,,14,2,3
5471,Vitoria,14,0.61,469,,17,3,8
5471,Ponte Preta,15,0.39,320,,22,0,3
5472,Athletico-PR,18,0.48,461,,12,4,6
5472,Gremio,7,0.52,480,,16,3,7
5473,Internacional,22,0.62,450,,21,1,13
5473,Botafogo-RJ,15,0.38,299,,18,0,4
5474,Santos,11,0.64,558,,8,1,4
5474,Sao Paulo,8,0.36,305,,14,0,10
5475,Sport,15,0.57,494,,22,0,13
5475,Chapecoense,7,0.43,382,,10,3,2
5476,Figueirense,8,0.51,368,,19,4,4
5476,Coritiba,16,0.49,370,,23,4,3
5477,Flamengo,21,0.41,373,,11,1,8
5477,Internacional,7,0.59,550,,22,1,0
5478,Vitoria,20,0.66,472,,22,3,7
5478,Sport,8,0.34,260,,19,2,3
5479,Gremio,17,0.36,375,,10,2,4
5479,Santos,18,0.64,655,,14,3,5
5480,Coritiba,12,0.52,345,,22,2,7
5480,Athletico-PR,8,0.48,336,,16,2,3
5481,Chapecoense,15,0.47,339,,19,2,8
5481,Cruzeiro,7,0.53,401,,20,1,3
5482,Sao Paulo,19,0.43,383,,17,1,7
5482,Fluminense,9,0.57,508,,15,1,4
5483,America-MG,14,0.59,539,,10,3,8
5483,Corinthians,8,0.41,381,,13,2,4
5484,Santa Cruz,9,0.57,453,,15,4,8
5484,Ponte Preta,13,0.43,355,,16,2,0
5485,Palmeiras,14,0.63,513,,26,1,4
5485,Figueirense,8,0.37,302,,24,4,3
5486,Atletico-MG,12,0.45,373,,15,2,9
5486,Botafogo-RJ,20,0.55,438,,9,6,9
5487,Fluminense,13,0.56,467,,14,6,10
5487,Coritiba,5,0.44,373,,19,1,2
5488,Athletico-PR,15,0.56,484,,9,1,6
5488,America-MG,11,0.44,386,,12,1,6
5489,Cruzeiro,18,0.6,366,,12,5,8
5489,Vitoria,20,0.4,238,,18,5,10
5490,Internacional,19,0.55,371,,11,3,12
5490,Gremio,11,0.45,335,,11,1,3
5491,Santos,9,0.64,639,,13,1,11
5491,Chapecoense,11,0.36,359,,12,1,6
5492,Ponte Preta,22,0.65,480,,20,0,6
5492,Sao Paulo,6,0.35,277,,16,3,2
5493,Corinthians,17,0.49,450,,15,1,6
5493,Flamengo,13,0.51,475,,10,5,7
5494,Botafogo-RJ,10,0.45,401,,11,1,6
5494,Santa Cruz,15,0.55,477,,13,2,6
5495,Figueirense,17,0.54,407,,18,1,4
5495,Atletico-MG,9,0.46,361,,21,1,2
5496,Sport,17,0.61,428,,18,2,5
5496,Palmeiras,13,0.39,297,,21,1,0
5497,Chapecoense,9,0.39,333,,17,3,3
5497,Corinthians,12,0.61,522,,13,3,5
5498,Coritiba,16,0.51,414,,21,0,11
5498,Botafogo-RJ,9,0.49,408,,14,1,8
5499,Ponte Preta,11,0.38,268,,17,5,4
5499,Sport,9,0.62,436,,12,0,4
5500,Gremio,27,0.62,543,,11,1,9
5500,Figueirense,12,0.38,345,,14,1,7
5501,Flamengo,7,0.45,360,,10,0,6
5501,Atletico-MG,13,0.55,428,,23,2,5
5502,Santa Cruz,8,0.48,339,,21,1,4
5502,Internacional,11,0.52,360,,19,1,7
5503,Sao Paulo,21,0.55,488,,7,3,4
5503,America-MG,7,0.45,403,,13,0,3
5504,Vitoria,26,0.55,311,,16,4,13
5504,Fluminense,10,0.45,273,,22,3,6
5505,Cruzeiro,19,0.61,543,,9,5,4
5505,Athletico-PR,9,0.39,369,,17,4,1
5506,Palmeiras,12,0.38,287,,17,3,4
5506,Santos,10,0.62,458,,17,1,2
5507,Botafogo-RJ,17,0.47,391,,12,2,7
5507,Flamengo,10,0.53,442,,22,1,1
5508,Santos,13,0.58,484,,14,0,5
5508,Ponte Preta,19,0.42,328,,11,1,6
5509,America-MG,10,0.67,650,,9,2,4
5509,Santa Cruz,14,0.33,337,,10,2,2
5510,Internacional,8,0.59,502,,17,0,9
5510,Palmeiras,9,0.41,381,,13,1,1
5511,Figueirense,9,0.44,348,,16,3,3
5511,Chapecoense,9,0.56,420,,18,1,5
5512,Fluminense,11,0.36,276,,17,3,5
5512,Cruzeiro,12,0.64,480,,17,0,14
5513,Athletico-PR,17,0.52,405,,16,3,4
5513,Vitoria,16,0.48,373,,10,2,7
5514,Corinthians,8,0.56,459,,11,0,4
5514,Sao Paulo,7,0.44,355,,26,5,7
5515,Sport,14,0.45,405,,15,1,3
5515,Gremio,18,0.55,481,,16,2,7
5516,Atletico-MG,12,0.51,380,,16,5,3
5516,Coritiba,15,0.49,361,,18,2,3
5517,Corinthians,18,0.69,545,,15,0,7
5517,Figueirense,7,0.31,262,,21,3,5
5518,Santa Cruz,5,0.58,456,,17,7,4
5518,Coritiba,16,0.42,339,,19,0,4
5519,Palmeiras,9,0.57,426,,11,5,6
5519,Atletico-MG,5,0.43,341,,19,3,1
5520,Ponte Preta,15,0.51,339,,20,3,10
5520,Internacional,6,0.49,347,,13,1,2
5521,Gremio,27,0.52,515,,16,0,7
5521,Sao Paulo,8,0.48,485,,12,1,2
5522,Athletico-PR,16,0.42,354,,13,0,2
5522,Fluminense,9,0.58,466,,20,0,7
5523,Cruzeiro,29,0.61,442,,15,2,12
5523,Sport,8,0.39,304,,18,1,3
5524,Chapecoense,4,0.37,354,,14,1,0
5524,Botafogo-RJ,14,0.63,579,,16,5,3
5525,Vitoria,23,0.57,434,,15,3,13
5525,Santos,9,0.43,358,,11,2,2
5526,Flamengo,23,0.62,535,,11,1,4
5526,America-MG,10,0.38,335,,13,2,5
5527,Figueirense,6,0.35,246,,19,1,6
5527,Vitoria,12,0.65,446,,26,0,3
5528,Sport,10,0.49,421,,23,1,6
5528,Athletico-PR,8,0.51,444,,9,1,1
5529,Atletico-MG,15,0.58,590,,13,1,10
5529,Santa Cruz,8,0.42,430,,12,1,3
5530,Sao Paulo,21,0.68,569,,13,3,13
5530,Chapecoense,7,0.32,291,,11,0,1
5531,Fluminense,5,0.54,416,,21,1,1
5531,Ponte Preta,14,0.46,352,,21,0,7
5532,Coritiba,12,0.51,338,,9,0,8
5532,Flamengo,6,0.49,369,,13,0,2
5533,Internacional,6,0.55,446,,19,3,3
5533,Corinthians,13,0.45,381,,19,2,8
5534,Santos,8,0.5,517,,12,5,2
5534,Cruzeiro,13,0.5,502,,10,2,4
5535,Botafogo-RJ,12,0.46,361,,20,1,3
5535,Palmeiras,13,0.54,400,,23,4,4
5536,America-MG,10,0.47,399,,15,1,8
5536,Gremio,7,0.53,476,,8,4,1
5537,Vitoria,11,0.55,361,,9,4,7
5537,Coritiba,19,0.45,296,,19,2,4
5538,Sport,12,0.72,548,,8,1,9
5538,America-MG,6,0.28,224,,22,0,3
5539,Santos,10,0.4,379,,10,1,4
5539,Flamengo,17,0.6,533,,9,1,9
5540,Athletico-PR,10,0.44,436,,11,3,1
5540,Corinthians,12,0.56,536,,12,4,6
5541,Ponte Preta,8,0.37,322,,16,0,5
5541,Botafogo-RJ,3,0.63,546,,12,1,2
5542,Gremio,15,0.62,584,,18,2,5
5542,Santa Cruz,13,0.38,368,,18,0,4
5543,Sao Paulo,21,0.61,544,,9,1,12
5543,Atletico-MG,8,0.39,384,,17,1,3
5544,Cruzeiro,12,0.42,347,,10,1,6
5544,Internacional,11,0.58,474,,14,2,4
5545,Chapecoense,13,0.34,261,,18,1,2
5545,Palmeiras,23,0.66,495,,15,0,8
5547,Flamengo,16,0.53,410,,11,5,11
5547,Athletico-PR,11,0.47,395,,11,2,3
5548,America-MG,9,0.42,381,,11,1,2
5548,Santos,7,0.58,521,,7,3,3
5549,Coritiba,11,0.52,342,,20,0,3
5549,Ponte Preta,11,0.48,328,,18,5,4
5550,Palmeiras,18,0.59,491,,13,4,4
5550,Vitoria,10,0.41,338,,20,5,2
5551,Santa Cruz,13,0.48,386,,15,2,6
5551,Sao Paulo,12,0.52,419,,24,0,7
5552,Internacional,15,0.54,413,,22,2,7
5552,Fluminense,10,0.46,371,,14,1,3
5553,Figueirense,13,0.41,297,,18,1,3
5553,Sport,16,0.59,439,,16,1,5
5554,Atletico-MG,14,0.57,507,,15,3,5
5554,Chapecoense,18,0.43,379,,12,3,3
5555,Corinthians,11,0.54,485,,15,2,6
5555,Cruzeiro,14,0.46,430,,8,5,6
5557,Sport,13,0.37,315,,24,1,5
5557,Flamengo,11,0.63,522,,15,0,9
5558,Ponte Preta,15,0.42,272,,21,1,11
5558,Figueirense,3,0.58,395,,25,3,3
5559,Fluminense,16,0.6,482,,12,2,9
5559,America-MG,5,0.4,331,,28,0,2
5560,Gremio,13,0.39,349,,15,3,6
5560,Corinthians,26,0.61,509,,14,0,10
5561,Cruzeiro,17,0.67,503,,15,4,4
5561,Coritiba,7,0.33,256,,20,2,5
5562,Santos,12,0.37,314,,24,1,4
5562,Atletico-MG,13,0.63,530,,9,3,7
5563,Vitoria,14,0.53,398,,15,2,3
5563,Santa Cruz,10,0.47,343,,20,9,5
5564,Sao Paulo,13,0.63,491,,11,2,8
